Argument ID,Conclusion,Premise,Score
F10028,دنیا محل گذر است,پس در عزت و ناز دنيا بر يكديگر پيشي نگيريد زيرا عزت و افتخارات دنيا پايان مي پذيرد,1
F10029,دنیا محل گذر است,اي مردم به دنيا چونان زاهدان روي گردان از ان بنگريد به خدا سوگند دنيا به زودي ساكنان خود را از ميان مي برد,1
F10030,باید قدر فرصت‌ها را دانست,انچه از دست رفت و پشت كرد هيچ گاه بر نمي گردد,1
F10031,دنیا محل گذر است,زيبايي ها و شگفتي هاي دنيا شما را مغرور نسازد زيرا زمان كوتاهي دوام ندارد,1
F10032,باید خود را گرامی بداریم,دانا كسي است كه قدر خود را بشناسد و در ناداني انسان اين بس كه ارزش خويش نداند,1
F10033,نباید به آنچه نمی‌دانیم اتکا کنیم,اي بندگان خدا به ناداني هاي خود تكيه نكنيد كه چنين كسي بر لبه پرتگاه قرار دارد,1
F10034,دنیا محل گذر است,كسي از دنيا شادماني نديد جز ان كه پس از ان با اشك و اه روبرو شد,1
F10035,دنیا محل گذر است,بسا افرادي كه به دنيا اعتماد كردند ناگهان مزه تلخ مصيبت را بدانها چشاند چه انسان هاي با عظمتي را كه خوار و كوچك ساخت و بسا فخر فروشاني را كه به خاك ذلت افكند,1
F10036,باید پندپذیر باشیم,و پند گيريد از انها كه گفتند چه كسي از ما نيرومندتر است كه هيچ خواننده اي را پاسخ نمي دهند,1
F10037,دنیا محل گذر است,شما را از دنيا پرستي مي ترسانم زيرا منزلگاهي است براي كوچ كردن خانه اي است كه نزد خداوند بي مقدار است چه ارزشي دارد خانه اي كه پايه هاي ان در حال فروريختن و متاع زودرس دنيا بيش از متاع جاويدان اخرت در شما نفوذ كرده است و دنيا زدگي قيامت را از يادتان برده است,1
F10038,باید پرهیزگار باشیم,اي بندگان خدا شما را به تقواي الهي سفارش مي كنم كه زاد و توشه سفر قيامت است تقوا توشه اي است كه به منزل رساند پناهگاهي است كه ايمن مي گرداند,1
F10039,دنیا محل گذر است,دنيا خورنده ايست كه سيري ندارد و نشانه رنج دنيا ان كه ادمي جمع اوري مي كند انچه را كه نمي خورد و مي سازد بنايي كه خود در ان مسكن نمي كند,1
F10040,دنیا محل گذر است,و نشانه عبرت انگيز بودن دنيا ان كه ادمي پس از تلاش و انتظار تا مي رود به ارزوهايش برسد ناگهان مرگ او فرا رسيده اميدش را قطع مي كند,1
F10041,نباید عجله داشته باشیم,پس در اعمال نيكو شتاب كنيد زيرا انچه از روزي كه از دست رفته اميد بازگشت ان وجود دارد اما عمر گذشته را نمي شود باز گرداند,-1
F10042,باید اهل اندیشه باشیم,کسی که از خرد خویش بهره‌مند نگردد برای پند گرفتن از عقل و فکر دیگران عاجز است.,1
F10043,آخرت را باید بر دنیا ترجیح داد,اگاه باشيد در دنيا چيزي نيست مگر ان كه صاحبش به زودي از ان سير و از داشتن ان دلگير مي شود جز ادامه زندگي زيرا در مرگ اسايشي نمي نگرند,1
F10044,باید قبل از سخن گفتن فکر کنیم,زبان و دل را هماهنگ كنيد مرد بايد زبانش را حفظ كند زيرا همانا اين زبان سركش صاحب خود را به هلاكت مي اندازد,1
F10045,باید قبل از سخن گفتن فکر کنیم,به خدا سوگند پرهيزكاري را نديده ام كه تقوا براي او سودمند باشد مگر ان كه زبان خويش را حفظ كرده بود,1
F10046,باید قبل از سخن گفتن فکر کنیم,مومن هر گاه بخواهد سخنی گوید نخست می‌اندیشد اگر نیک بود اظهار می‌دارد و چنانچه ناپسند باشد پنهانش می‌کند.,1
F10047,باید قبل از سخن گفتن فکر کنیم,منافق آنچه بر زبانش آمد می‌گوید و نمی‌داند چه به سود او چه حرفی به ضرر اوست,1
F10048,باید پندپذیر باشیم,ان كس كه از ازمايش ها و تجربه هاي خدا دادي سودي نبرد از هيچ پند و اندرزي سود نخواهد برد و كوته فكري دامنگير او خواهد شد تا انجا كه بد را خوب و خوب را بد مي نگرد,1
F10049,دنیا مذموم است,اي مردم دنيا ارزومندان و خواهان خود را فريب مي دهد براي شيفتگان خود ارزشي قايل نيست و ان كس را كه بر دنيا پيروز شود مغلوب گرداند,1
F10050,باید اهل یادگیری باشیم,حكمت گمشده اوست كه همواره در جستجوي ان مي باشد و نياز اوست كه در به دست اوردنش مي پرسد,1
F10051,باید به کارهایی که می‌کنیم فکر کنیم,اي بندگان خدا مراقب چيزي باشيد كه رستگاران با پاس داشتن ان سعادتمند شدند و تبهكاران با ضايع كردن ان به خسران و زيان رسيدند پيش از ان كه مرگ شما فرا رسد با اعمال نيكو اماده باشيد زيرا در گرو كارهايي هستيد كه انجام داده ايد و پاداش داده مي شويد به كارهايي كه از پيش مرتكب شده ايد,1
F10052,دنیا محل گذر است,هيهات هيهات انچه از دست رفت گذشت و انچه سپري شد رفت و جهان چنانكه مي خواست به پايان رسيد نه اسمان بر انها گريست و نه زمين و هرگز ديگر به انها مهلتي داده نشد,1
F10053,نباید متکبر باشیم,خدا را خدا را از تكبر و خودپسندي و از تفاخر جاهلي بر حذر باشيد كه جايگاه بغض و كينه و رشد وسوسه هاي شيطاني است كه ملتهاي گذشته و امتهاي پيشين را فريب داده است تا انجا كه در تاريكي هاي جهالت فرو رفتند و در پرتگاه هلاكت سقوط كردند,1
F10054,نباید متکبر باشیم,کبر و خودپسندی چیزی است که قلب‌های متکبران را همانند کرده تا قرن‌ها به تضاد و خونریزی گذراندند و سینه‌ها از کینه‌ها تنگی گرفت,1
F10055,باید پندپذیر باشیم,مردم از انچه كه بر ملت هاي متكبر گذشته از كيفرها و عقوبت ها و سختگيري ها و ذلت و خواري فرود امده عبرت گيريد و از قبرها و خاكي كه بر انچه ره نهادند و زمين هايي كه با پهلوها بر ان افتادند پند پذيريد,1
F10056,نباید متکبر باشیم,و از اثار زشتي كه كبر و غرور در دل ها مي گذارد به خدا پناه ببريد همانگونه كه از حوادث سخت به او پناه مي بريد,1
F10057,نباید متکبر باشیم,اگر خدا تكبرورزيدن را اجازه مي فرمود حتما به بندگان مخصوص خود از پيامبران و امامان عليهم السلام اجازه مي داد در صورتي كه خداي سبحان تكبر و خودپسندي را نسبت به انان ناپسند و تواضع و فروتني را براي انان پسنديد,1
F10058,باید در برابر مشکلات استقامت داشته باشیم,كه هر مقدار ازمايش و مشكلات بزرگتر باشد ثواب و پاداش نيز بزرگتر خواهد بود,1
F10059,نباید عجول باشیم,پس خدا را خدا را از تعجيل در عقوبت و كيفر سركشي و ستم بر حذر باشيد و از اينده دردناك ظلم و سر انجام زشت تكبر و خود پسندي كه كمين گاه ابليس است و جايگاه حيله و نيرنگ اوست بترسيد حيله و نيرنگي كه با دلهاي انسان ها چون زهر كشنده مي اميزد,1
F10060,نباید تعصب داشته باشیم,ولي شيطان به خاطر اصل خلقت خود بر ادم عليه السلام تعصب ورزيد و افرينش او را مورد سرزنش قرار داد و گفت مرا از اتش و تو را از گل ساخته اند و سرمايه داران فساد زده امت ها براي داشتن نعمت هاي فراوان تعصب ورزيدند و گفتند ما صاحبان فرزندان و اموال فراوانيم و هرگز عذاب نخواهيم شد,1
F10061,نباید تعصب داشته باشیم,پس اگر در تعصب ورزيدن ناچاريد براي اخلاق پسنديده افعال نيكو و كارهاي خوب تعصب داشته باشيد همان افعال و كرداري كه انسان هاي با شخصيت و شجاعان خاندان عرب و سران قبايل در انها از يكديگر پيشي مي گرفتند يعني اخلاق پسنديده بردباري به هنگام خشم فراوان و كردار و رفتار زيبا و درست و خصلت هاي نيكو,-1
F10062,نباید تعصب داشته باشیم,پس تعصب ورزيد در حمايت كردن از پناهندگان و همسايگان وفاداري به عهد و پيمان اطاعت كردن از نيكي ها سرپيچي از تكبر و خود پسندي ها تلاش در جود و بخشش خود داري از ستمكاري بزرگ شمردن خونريزي انصاف داشتن با مردم فروخوردن خشم پرهيز از فساد در زمين تا رستگار شويد,-1
F10063,باید پندپذیر باشیم,از كيفرهايي كه بر اثر كردار بد و كارهاي ناپسند بر امت هاي پيشين فرود امد خود را حفظ كنيد و حالات گذشتگان را در خوبي ها و سختي ها به ياد اوريد و بترسيد كه همانند انها باشيد پس انگاه كه در زندگي گذشتگان مطالعه و انديشه مي كنيد عهده دار چيزي باشيد كه عامل عزت انان بود,1
F10064,نباید کینه‌توز باشیم,و از كارهايي كه پشت انها را شكست و قدرت انها را در هم كوبيد چون كينه توزي با يكديگر پركردن دلها از بخل و حسد به يكديگر پشت كردن و از هم بريدن و دست از ياري هم كشيدن بپرهيزيد,1
F10065,باید اهل فکر باشیم,و در احوالات مومنان پيشين انديشه كنيد كه چگونه در حال ازمايش و امتحان به سر بردند ايا بيش از همه مشكلات بر دوش انها نبود و ايا بيش از همه مردم در سختي و زحمت نبودند و ايا از همه مردم جهان بيشتر در تنگنا قرار نداشتند,1
F10066,باید به عبرت‌ها توجه کنیم,فرعون هاي زمان انها را به بردگي كشاندند و همواره بدترين شكنجه ها را بر انان وارد كردند و انواع تلخي ها را به كامشان ريختند كه اين دوران ذلت و هلاكت و مغلوب بودن تداوم يافت نه راهي وجود داشت كه سرپيچي كنند و نه چاره اي كه از خود دفاع نمايند پس انديشه كنيد كه چگونه بودند انگاه كه وحدت اجتماعي داشتند خداوند لباس كرامت خود را از تنشان بيرون اورد و نعمت هاي فراوان شيرين را از انها گرفت و داستان انها در ميان شما عبرت انگيز باقي ماندپس به پايان كار انها نيز بنگريد در ان هنگام كه به تفرقه و پراكندگي روي اوردند و مهرباني و دوستي انان از بين رفت و سخن ها و دل هايشان گوناگون شد از هم جدا شدند به حزب ها و گروه ها پيوستندايا در ان حال مالك و سرپرست سراسر زمين نبودند و رهبر و پيشواي همه دنيا نشدند,1
F10067,باید پندپذیر باشیم,,1
F10068,باید پرهیزکار باشیم,,1
F10069,باید پرهیزکار باشیم,و از نشانه‌های پرهیزکاران این است که او را این گونه می‌بینی در دین‌داری نیرومند، نرمخو، دور اندیش است . دارای ایمانی پر از یقین، حریص در کسب دانش و بردبار است.,1
F10070,باید پرهیزکار باشیم,پرهيزكار را مي بيني كه ارزويش نزديك لغزش هايش اندك قلبش فروتن نفسش قانع خوراكش كم كارش اسان دينش حفظ شده شهوتش در حرام مرده و خشمش فرو خورده است مردم به خيرش اميدوار و از ازارش در امانند,1
F10071,باید پرهیزکار باشیم,پرهیزکار اگر در جمع بي خبران باشد نامش در گروه ياد اوران خدا ثبت مي گردد و اگر در ياد اوران باشد نامش در گروه بي خبران نوشته نمي شود ستمكار خود را عفو مي كند به ان كه محرومش ساخته مي بخشد,1
F10072,باید پرهیزکار باشیم,پرهیزکار به ان كس كه با او بريده مي پيوندد از سخن زشت دور و گفتارش نرم بدي هاي او پنهان و كار نيكش اشكار است نيكي هاي او به همه رسيده ازار او به كسي نمي رسد,1
F10073,باید پرهیزکار باشیم,پرهیزکار در سختي ها ارام و در ناگواريها بردبار و در خوشي ها سپاسگزار است به ان كه دشمن دارد ستم نكند و نسبت به ان كه دوست دارد به گناه الوده نشود,1
F10074,باید پرهیزکار باشیم,پرهیزکار پيش از ان كه بر ضد او گواهي دهند به حق اعتراف مي كند و انچه را به او سپرده اند ضايع نمي سازد و انچه را به او تذكر دادند فراموش نمي كند مردم را با لقب هاي زشت نمي خواند همسايگان را ازار نمي رساند در مصيبت هاي ديگران شاد نمي شود,1
F10075,باید پرهیزکار باشیم,پرهیزکار و در كار ناروا دخالت نمي كند و از محدوده حق خارج نمي شود اگر خاموش است سكوت او اندوهگينش نمي كند و اگر بخندد اواز خنده او بلند نمي شود,1
F10076,باید پرهیزکار باشیم,دوري پرهیزکار از برخي مردم از روي زهد و پارسايي و نزديك شدنش با بعضي ديگر از روي مهرباني و نرمي است دوري او از تكبر و خود پسندي و نزديكي او از روي حيله و نيرنگ نيست,1
F10077,باید از منافقین دوری کنیم,منافق به رنگ هاي گوناگون ظاهر مي شوند از ترفندهاي گوناگون استفاده مي كنند براي شكستن شما از هر پناهگاهي استفاده مي كنند و در هر كمينگاهي به شكار شما مي نشينند قلب هايشان بيمار و ظاهرشان اراسته است,1
F10078,باید از منافقین دوری کنیم,منافقین در پنهاني راه مي روند و از بيراهه ها حركت مي كنند وصفشان دارو و گفتارشان درمان اما كردارشان دردي است بي درمان بر رفاه و اسايش مردم حسد مي ورزند و بر بلا و گرفتاري مردم مي افزايند و اميدواران را نا اميد مي كنند,1
F10079,باید از منافقین دوری کنیم,منافقین در هر راهي كشته اي و در هر دلي راهي و بر هر اندوهي اشكها مي ريزند مدح و ستايش را به يكديگر قرض مي دهند و انتظار پاداش مي كشند اگر چيزي را بخواهند اصرار مي كنند و اگر ملامت شوند پرده دري مي كنند و اگر داوري كنند اسراف مي ورزند,1
F10080,باید از منافقین دوری کنیم,منافقین برابر هر حقي باطلي و برابر هر دليلي شبهه اي و براي هر زنده اي قاتلي و براي هر دري كليدي و براي هر شبي چراغي تهيه كرده اند,1
F10081,باید از منافقین دوری کنیم,منافقین با اظهار ياس مي خواهند به مطامع خويش برسند و بازار خود را گرم سازند و كالاي خود را بفروشند سخن مي گويند اما به اشتباه و ترديد مي اندازند وصف مي كنند اما فريب مي دهند در اغاز راه را اسان و سپس در تنگناها به بن بست مي كشانند,1
F10082,باید پرهیزکار باشیم,اي بندگان خدا شما را به پرهيزكاري سفارش مي كنم كه عامل كنترل و مايه استواري شماست,1
F10083,باید پرهیزکار باشیم,پس به رشته هاي تقوا چنگ زنيد و به حقيقت هاي ان پناه اوريد تا شما را به سر منزل ارامش و جايگاههاي وسيع و پناهگاه هاي محكم و منزلگاه هاي پر عزت برساند در روزي كه چشم ها خيره مي شود و همه جا در نظر انسان تاريك و گله هاي شتر و مال و اموال فراوان فراموش مي گردد,1
F10084,باید پرهیزکار باشیم,اي بندگان خدا شما را به ترس از خدا سفارش مي كنم و از دنياپرستي شما را مي ترسانم زيرا دنيا خانه اي ناپايدار و جايگاه سختي و مشكلات است ساكنان دنيا در حال كوچ كردن و اقامت گزيدگانش به جدايي محكومند و دنیا چونان كشتي طوفان زده در دل درياها مي لرزاند,1
F10085,دنیا محل گذر است,اي بندگان خدا هم اكنون عمل كنيد كه زبانها ازاد و بدن ها سالم و اعضا و جوارح اماده اند و راه بازگشت فراهم و فرصت زياد است پيش از ان كه وقت از دست برود و مرگ فرا رسد پس فرارسيدن مرگ را حتمي بشماريد و در انتظار امدنش به سر نبريد,1
F10086,باید پرهیزکار باشیم,همانا تقوا و ترس از خدا داروي بيماري هاي دل ها روشنايي قلب ها و درمان دردهاي بدن ها مرهم زخم جان ها پاك كننده پليدي هاي ارواح و روشنايي بخش تاريكي چشم ها و امنيت در نا ارامي ها و روشن كننده تاريكي هاي شماست,1
F10087,باید پرهیزکار باشیم,پس كسي كه تقوا را انتخاب كند سختي ها از او دور گردند تلخي ها شيرين و فشار مشكلات و ناراحتي ها برطرف خواهند شد و مشكلات پياپي و خسته كننده اسان گرديده,1
F10088,باید پرهیزکار باشیم,پس کسی که تقوا را انتخاب کند مجد و بزرگي از دست رفته چون قطرات باران بر او فرو مي بارند رحمت باز داشته حق باز مي گردد و نعمت هاي الهي پس از فرو نشستن به جوشش مي ايند و بركات تقليل يافته فزوني گيرند,1
F10089,باید در کارها ثابت قدم باشیم,اي مردم در راه راست از كمي روندگان نهراسيد زيرا اكثريت مردم بر گرد سفره اي جمع شدند كه سيري ان كوتاه و گرسنگي ان طولاني است,1
F10090,باید پندپذیر باشیم,پس ادمي بايد اندرزها را بپذيرد و پيش از رسيدن رستاخيز پرهيزكار باشد و در كوتاهي روزگارش انديشه كند و به ماندن كوتاه در دنيا نظر دوزد تا ان را به منزلگاهي بهتر مبدل سازد پس براي جايي كه او را مي برند و براي شناسايي سراي ديگر تلاش كند,1
F10091,باید یکدیگر را یاری کنیم,هيچ كس هر چند قدر او در حق بزرگ و ارزش او در دين بيشتر باشد بي نياز نيست كه او را در انجام حق ياري رسانند و هيچ كس گرچه مردم او را خوار شمارند و در ديده ها بي ارزش باشد كوچك تر از ان نيست كه كسي را در انجام حق ياري كند يا ديگري به ياري او برخيزد,1
F10092,باید با یکدیگر مشورت کنیم,پس از گفتن حق يا مشورت در عدالت خودداري نكنيد زيرا خود را برتر از ان كه اشتباه كنم و از ان ايمن باشم نمي دانم مگر ان كه خداوند مرا حفظ فرمايد,1
F10093,دنیا محل گذر است,به حق مي گويم ايا دنيا تو را فريفته است يا تو خود فريفته دنيايي دنيا عبرت ها را براي تو اشكار و تو را به تساوي دعوت كرد دنيا با دردهايي كه در جسم تو مي گذارد و با كاهشي كه در توانايي تو ايجاد مي كند راستگوتر از ان است كه به تو دروغ بگويد و يا مغرورت سازد,1
F10094,نباید به دیگران ظلم کنیم,چگونه بر كسي ستم كنم براي نفس خويش كه به سوي كهنگي و پوسيده شدن پيش مي رود و در خاك زماني طولاني اقامت مي كند,1
F10095,دنیا محل گذر است,دنيا خانه اي است پوشيده از بلاها به حيله و نيرنگ شناخته شده نه حالات ان پايدار و نه مردم ان از سلامت برخوردارند داراي تحولات گوناگون و دوران هاي رنگارنگ زندگي در ان نكوهيده و امنيت در ان نابود است,1
F10096,دنیا محل گذر است,اي بندگان خدا بدانيد شما و انان كه در اين دنيا زندگي مي كنيد بر همان راهي مي رويد كه گذشتگان پيمودند انان زندگاني شان از شما طولاني تر خانه هاي شان ابادتر و اثارشان از شما بيشتر بود كه ناگهان صداهايشان خاموش و وزش بادها در سرزمينشان ساكت و اجسادشان پوسيده و سرزمينشان خالي و اثارشان ناپديد شد,1
F10097,باید پرهیزکار باشیم,همانا ترس از خدا كليد هر در بسته و ذخيره رستاخيز و عامل ازادگي از هر گونه بردگي و نجات از هر گونه هلاكت است در پرتو پرهيزكاري تلاشگران پيروز پرواكنندگان از گناه رستگار و به هر ارزويي مي توان رسيد,1
F10098,نباید عجله کنیم,به سوي اعمال نيكو بشتابيد پيش از ان كه عمرتان پايان پذيرد يا بيماري مانع شود و يا تير مرگ شما را هدف قرار دهد,1
F10099,نباید مغرور باشیم,دنيا شما را مغرور نسازد چنانكه گذشتگان شما و امت هاي پيشين را در قرون سپري شده مغرور ساخت انان كه دنيا را دوشيدند به غفلت زدگي در دنيا گرفتار امدند فرصت ها را از دست دادند و تازه هاي ان را فرسوده ساختند سرانجام خانه هايشان گورستان و سرمايه هايشان ارث اين و ان گرديد,1
F10100,دنیا محل گذر است,مردم از دنياي حرام بپرهيزيد كه حيله گر و فريبنده و نيرنگ باز است بخشنده اي باز پس گيرنده و پوشنده اي برهنه كننده است اسايش دنيا بي دوام و سختي هايش بي پايان و بلاهايش دايمي است,1
F10101,دنیا محل گذر است,حال كه زنده و برقراريد پس عمل نيكو انجام دهيد زيرا پرونده ها گشوده راه توبه اماده و خدا فراريان را فرا مي خواند و بدكاران اميد بازگشت دارند عمل كنيد پيش از ان كه چراغ عمل خاموش و فرصت پايان يافته و اجل فرارسيده و در توبه بسته و فرشتگان به اسمان پرواز كنند پس هر كسي با تلاش خود براي خود از روزگار زندگاني براي ايام پس از مرگ از دنياي فنا پذير براي جهان پايدار و از گذرگاه دنيا براي زندگي جاودانه اخرت توشه برگيرد,1
F10102,باید حقوق حیوانات را رعایت کنیم,در رساندن حيوانات ان را به دست چوپاني كه خير خواه و مهربان امين و حافظ كه نه سختگير باشد و نه ستمكار نه تند براند و نه حيوانات را خسته كند بسپار,1
F10103,باید حقوق حیوانات را رعایت کنیم,و مراعات حال شتر خسته يا زخمي را كه سواري دادن براي او سخت است بنمايد انها را در سر راه به درون اب ببرد و از جاده هايي كه دو طرف ان علف زار است به جاده بي علف نكشاند و هر چند گاه شتران را مهلت دهد تا استراحت كنند و هر گاه به اب و علفزار رسيد فرصت دهد تا علف بخورند و اب بنوشند,1
F10104,باید فروتن باشیم,با مردم فروتن باش نرمخو و مهربان باش گشاده رو و خندان باش در نگاه هايت و در نيم نگاه و خيره شدن به مردم به تساوي رفتار كن تا بزرگان در ستمكاري تو طمع نكنند و ناتوان ها در عدالت تو مايوس نگردند زيرا خداوند از شما بندگان در باره اعمال كوچك و بزرگ اشكار و پنهان خواهد پرسيد اگر كيفر دهد شما استحقاق بيش از ان را داريد و اگر ببخشد از بزرگواري اوست,1
F10105,باید پرهیزکار باشیم,پرهيزكاران در بهترين خانه هاي دنيا سكونت كردند و بهترين خوراك هاي دنيا را خوردند و همان لذت هايي را چشيدند كه دنياداران چشيده بودند و از دنيا بهره گرفتند انگونه كه سركشان و متكبران دنيا بهره مند بودند سپس از اين جهان با زاد و توشه فراوان و تجارتي پر سود به سوي اخرت شتافتند لذت پارسايي در ترك حرام دنيا را چشيدند و يقين داشتند در روز قيامت از همسايگان خدايند جايگاهي كه هر چه درخواست كنند داده مي شود و هر گونه لذتي در اختيارشان قرار دارد,1
F10106,باید از منافق دوری کنیم,من بر شما از مرد منافقي مي ترسم كه دروني دو چهره و زباني عالمانه دارد گفتارش دلپسند و رفتارش زشت و ناپسند است,1
F10107,باید در کارهای خود فکر کنیم,بدان علمي كه سودمند نباشد فايده اي نخواهد داشت و دانشي كه سزاوار ياد گيري نيست سودي ندارد,1
F10108,باید پندپذیر باشیم,پسرم درست است كه من به اندازه پيشينيان عمر نكرده ام اما در كردار انها نظر افكندم و در اخبارشان انديشيدم و در اثارشان سير كردم تا انجا كه گويا يكي از انان شده ام بلكه با مطالعه تاريخ انان گويا از اول تا پايان عمرشان با انان بوده ام پس قسمت هاي روشن و شيرين زندگي انان را از دوران تيرگي شناختم و زندگاني سودمند انان را با دوران زيانبارش شناسايي كردم سپس از هر چيزي مهم و ارزشمند ان را و از هر حادثه اي زيبا و شيرين ان را براي تو برگزيدم و ناشناخته هاي انان را دور كردم,1
F10109,باید قبل از سخن گفتن فکر کنیم,و چيزي را براي مردم رضايت بده كه براي خود مي پسندي انچه نمي داني نگو گر چه انچه را مي داني اندك است انچه را دوست نداري به تو نسبت دهند در باره ديگران مگو,1
F10110,باید خود را گرامی بداریم,نفس خود را از هر گونه پستي باز دار هر چند تو را به اهدافت رساند زيرا نمي تواني به اندازه ابرويي كه از دست مي دهي بهايي به دست اوري برده ديگري مباش كه خدا تو را ازاد افريد ان نيك كه جز با شر به دست نيايد نيكي نيست و ان راحتي كه با سختي هاي فراوان به دست ايد اسايش نخواهد بود,1
F10111,نباید طمع کنیم,بپرهيز از ان كه مركب طمع ورزي تو را به سوي هلاكت به پيش راند و اگر توانستي كه بين تو و خدا صاحب نعمتي قرار نگيرد چنين باش زيرا تو روزي خود را دريافت مي كني و سهم خود بر مي داري و مقدار اندكي كه از طرف خداي سبحان به دست مي اوري بزرگ و گرامي تر از مال فراواني است كه از دست بندگان دريافت مي داري گرچه همه از طرف خداست,1
F10112,باید قبل از سخن گفتن فکر کنیم,انچه با سكوت از دست مي دهي اسانتر از ان است كه با سخن از دست برود چرا كه نگهداري انچه در مشك است با محكم بستن دهانه ان امكان پذير است و نگهداري انچه كه در دست داري پيش من بهتر است از ان كه چيزي از ديگران بخواهي,1
F10113,باید در انتخاب دوست دقت کنیم,با نيكان نزديك شو و از انان باش و با بدان دور شو و از انان دوري كن بدترين غذاها لقمه حرام و بدترين ستم ها ستمكاري به ناتوان است,1
F10114,باید در انتخاب دوست دقت کنیم,دشمن دوست خود را دوست مگير تا با دوست دشمني نكني در پند دادن دوست بكوش خوب باشد يا بد و خشم را فرو خور كه من جرعه اي شيرين تر از ان ننوشيدم و پاياني گواراتر از ان نديده ام,1
F10115,باید اهل بخشش باشیم,با ان كس كه با تو درشتي كرده نرم باش كه اميد است به زودي در برابر تو نرم شود با دشمن خود با بخشش رفتار كن زيرا سرانجام آن دو پیروزی شيرين است,1
F10116,باید اهل بخشش باشیم,اگر خواستي از برادرت جدا شوي جايي براي دوستي باقي گذار تا اگر روزي خواست به سوي تو باز گردد بتواند,1
F10117,نباید غضب داشته باشیم,ستمكاري كسي كه بر تو ستم مي كند در ديده ات بزرگ جلوه نكند چه او به زيان خود و سود تو كوشش دارد و سزاي ان كس كه تو را شاد مي كند بدي كردن نيست,1
F10118,باید پندپذیر باشیم,از كساني مباش كه اندرز سودشان ندهد مگر با ازردن فراوان زيرا عاقل با اندرز و اداب پند گيرد و حيوانات با زدن,1
F10119,باید اهل بخشش باشیم,بر شما باد به پيوستن با يكديگر و بخشش همديگر مبادا از هم روي گردانيد و پيوند دوستي را از بين ببريد امر به معروف و نهي از منكر را ترك نكنيد كه بدهاي شما بر شما مسلط مي گردند انگاه هر چه خدا را بخوانيد جواب ندهد,1
F10120,باید اهل یادگیری باشیم,اگر از انچه گذشته عبرت گيري انچه را كه باقي مانده مي تواني حفظ كني,1
F10121,باید حقوق دیگران را رعایت کنیم,مبادا هرگز چونان حيوان شكاري باشي كه خوردن انان را غنيمت داني زيرا مردم دو دسته اند دسته اي برادر ديني تو و دسته ديگر همانند تو در افرينش مي باشند اگر گناهي از انان سر مي زند يا علت هايي بر انان عارض مي شود يا خواسته و ناخواسته اشتباهي مرتكب مي گردند,1
F10122,نباید تکبر داشته باشیم,و اگر با مقام و قدرتي كه داري دچار تكبر يا خود بزرگ بيني شدي به بزرگي حكومت پروردگار كه برتر از تو است بنگر كه تو را از ان سركشي نجات مي دهد و تند روي تو را فرو مي نشاند و عقل و انديشه ات را به جايگاه اصلي باز مي گرداند,1
F10123,نباید تکبر داشته باشیم,بپرهيز كه خود را در بزرگي همانند خداوند پنداري و در شكوه خداوندي همانند او داني زيرا خداوند هر سركشي را خوار مي سازد و هر خود پسندي را بي ارزش مي كند,1
F10124,باید اهل انصاف باشیم,با خدا و با مردم و با خويشاوندان نزديك و با افرادي از رعيت خود كه انان را دوست داري انصاف را رعايت كن كه اگر چنين نكني ستم روا داشتي,1
F10125,باید اهل یادگیری باشیم,با دانشمندان فراوان گفتگو كن و با حكيمان فراوان بحث كن كه مايه اباداني و اصلاح شهرها و برقراري نظم و قانوني است كه در گذشته نيز وجود داشت,1
F10126,باید در انتخاب همکار دقت کنیم,سپس در امور نويسندگان و منشيان به درستي بينديش و كارهايت را به بهترين انان واگذار و نامه هاي محرمانه كه در بر دارنده سياست ها و اسرار تو است از ميان نويسندگان به كسي اختصاص ده كه صالح تر از ديگران باشد كسي كه گرامي داشتن او را به سركشي و تجاوز نكشاند تا در حضور ديگران با تو مخالفت كند,1
F10127,نباید به هرکسی اعتماد کرد,مبادا در گزينش نويسندگان و منشيان بر تيز هوشي و اطمينان شخصي و خوش باوري خود تكيه نمايي زيرا افراد زيرك با ظاهر سازي و خوش خدمتي نظر زمامداران را به خود جلب مي نمايند كه در پس اين ظاهر سازي ها نه خيرخواهي وجود دارد و نه از امانت داري نشاني يافت مي شود,1
F10128,باید در هنگام پیمان بستن دقت کنیم,مبادا قراردادي را امضا كني كه در ان براي دغلكاري و فريب راه هايي وجود دارد و پس از محكم كاري و دقت در قرار داد نامه دست از بهانه جويي بردار,1
F10129,نباید مغرور باشیم,مبادا هرگز دچار خود پسندي گردي و به خوبي هاي خود اطمينان كني و ستايش را دوست داشته باشي كه اينها همه از بهترين فرصت هاي شيطان براي هجوم اوردن به توست و كردار نيك نيكوكاران را نابود سازد,1
F10130,نباید مغرور باشیم,مبادا هرگز با خدمت هايي كه انجام دادي بر مردم منت گذاري يا انچه را انجام داده اي بزرگ بشماري يا مردم را وعده اي داده سپس خلف وعده نمايي منت نهادن پاداش نيكوكاري را از بين مي برد و كاري را بزرگ شمردن نور حق را خاموش گرداند و خلاف وعده عمل كردن خشم خدا و مردم را بر مي انگيزاند كه خداي بزرگ فرمود دشمني بزرگ نزد خدا ان كه بگوييد و عمل نكنيد,1
F10131,باید اهل تلاش باشیم,و تهيدستي مرد زيرك را در برهان كند مي سازد,1
F10132,باید اهل یادگیری باشیم,پرسش كردن وسيله پوشاندن عيب هاست,1
