,output_text,vector,output_data_source,index
58,"وَ سُئِلَ ع عَن قَولِ الرّسُولِص غَیّرُوا الشّیبَ وَ لَا تَشَبّهُوا بِالیَهُودِ فَقَالَ ع إِنّمَا قَالَص ذَلِکَ وَ الدّینُ قُلّ فَأَمّا الآنَ وَ قَدِ اتّسَعَ نِطَاقُهُ وَ ضَرَبَ بِجِرَانِهِ فَامرُؤٌ وَ مَا اختَارَ
",[[0.01145435 0.01800853 0.0004574  ... 0.01515335 0.00186173 0.02375937]],حکمت نهج البلاغه,337
59,"وَ قَالَ ع فِی الّذِینَ اعتَزَلُوا القِتَالَ مَعَهُ خَذَلُوا الحَقّ وَ لَم یَنصُرُوا البَاطِلَ
","[[ 0.01107557  0.02077443 -0.0019752  ...  0.01127901  0.00792686
   0.03402328]]",حکمت نهج البلاغه,338
60,"وَ قَالَ ع مَن جَرَی فِی عِنَان أَمَلِهِ عَثَرَ بِأَجَلِهِ
","[[ 0.00270554  0.01247621 -0.0007269  ...  0.00583509  0.00169971
   0.01003258]]",حکمت نهج البلاغه,339
61,"وَ قَالَ ع أَقِیلُوا ذوَیِ المُرُوءَاتِ عَثَرَاتِهِم فَمَا یَعثُرُ مِنهُم عَاثِرٌ إِلّا وَ یَدُ اللّهِ بِیَدِهِ یَرفَعُهُ
",[[0.00968423 0.01517577 0.00188754 ... 0.0074344  0.01360111 0.01658419]],حکمت نهج البلاغه,340
62,"وَ قَالَ ع قُرِنَتِ الهَیبَةُ بِالخَیبَةِ وَ الحَیَاءُ بِالحِرمَانِ وَ الفُرصَةُ تَمُرّ مَرّ السّحَابِ فَانتَهِزُوا فُرَصَ الخَیرِ
",[[0.00825    0.01856174 0.01144949 ... 0.03242687 0.01008906 0.02409873]],حکمت نهج البلاغه,341
63,"وَ قَالَ ع لَنَا حَقّ فَإِن أُعطِینَاهُ وَ إِلّا رَکِبنَا أَعجَازَ الإِبِلِ وَ إِن طَالَ السّرَی
",[[0.01707166 0.01827059 0.02197681 ... 0.00984935 0.00093431 0.01781014]],حکمت نهج البلاغه,342
64,"وَ قَالَ ع مَن أَبطَأَ بِهِ عَمَلُهُ لَم یُسرِع بِهِ نَسَبُهُ
",[[0.00167773 0.01333375 0.00391744 ... 0.00522008 0.01823284 0.01810901]],حکمت نهج البلاغه,343
65,"وَ قَالَ ع مِن کَفّارَاتِ الذّنُوبِ العِظَامِ إِغَاثَةُ المَلهُوفِ وَ التّنفِیسُ عَنِ المَکرُوبِ
","[[ 0.00605741  0.00841021 -0.0007407  ...  0.00998932  0.01596539
   0.01943433]]",حکمت نهج البلاغه,344
66,"وَ قَالَ ع یَا ابنَ آدَمَ إِذَا رَأَیتَ رَبّکَ سُبحَانَهُ یُتَابِعُ عَلَیکَ نِعَمَهُ وَ أَنتَ تَعصِیهِ فَاحذَرهُ
",[[0.00658626 0.01994671 0.00100095 ... 0.00204722 0.00687425 0.01861957]],حکمت نهج البلاغه,345
67,"وَ قَالَ ع مَا أَضمَرَ أَحَدٌ شَیئاً إِلّا ظَهَرَ فِی فَلَتَاتِ لِسَانِهِ وَ صَفَحَاتِ وَجهِهِ
","[[ 0.01463114  0.01414785 -0.00113434 ...  0.00423828  0.00857019
   0.03655146]]",حکمت نهج البلاغه,346
68,"وَ قَالَ ع امشِ بِدَائِکَ مَا مَشَی بِکَ
","[[ 0.00167003  0.01269876 -0.00058777 ...  0.00434443  0.00387075
   0.02314311]]",حکمت نهج البلاغه,347
69,"وَ قَالَ ع أَفضَلُ الزّهدِ إِخفَاءُ الزّهدِ
","[[ 0.00916638  0.01368599 -0.0002215  ...  0.00979909  0.0071584
   0.03002779]]",حکمت نهج البلاغه,348
70,"وَ قَالَ ع إِذَا کُنتَ فِی إِدبَارٍ وَ المَوتُ فِی إِقبَالٍ فَمَا أَسرَعَ المُلتَقَی
","[[ 0.00483269  0.01610833 -0.00086017 ...  0.01291248  0.01727222
   0.02394552]]",حکمت نهج البلاغه,349
71,"وَ قَالَ ع الحَذَرَ الحَذَرَ فَوَاللّهِ لَقَد سَتَرَ حَتّی کَأَنّهُ قَد غَفَرَ
",[[0.02108946 0.01419755 0.00241248 ... 0.00561426 0.00732194 0.02054217]],حکمت نهج البلاغه,350
72,"وَ قَالَ ع فَاعِلُ الخَیرِ خَیرٌ مِنهُ وَ فَاعِلُ الشّرّ شَرّ مِنهُ
",[[0.00860349 0.01040294 0.00144693 ... 0.00653661 0.00511553 0.0266383 ]],حکمت نهج البلاغه,352
73,"وَ قَالَ ع کُن سَمحاً وَ لَا تَکُن مُبَذّراً وَ کُن مُقَدّراً وَ لَا تَکُن مُقَتّراً
","[[ 0.00405909  0.01312915 -0.00046491 ...  0.00579283  0.03299364
   0.02347126]]",حکمت نهج البلاغه,353
74,"وَ قَالَ ع أَشرَفُ الغِنَی تَرکُ المُنَی
",[[0.00392794 0.01157349 0.00521226 ... 0.01073933 0.00590283 0.02111012]],حکمت نهج البلاغه,354
75,"وَ قَالَ ع مَن أَسرَعَ إِلَی النّاسِ بِمَا یَکرَهُونَ قَالُوا فِیهِ بِمَا لَا یَعلَمُونَ
",[[0.01899533 0.01213689 0.0005511  ... 0.00910926 0.01996247 0.02605402]],حکمت نهج البلاغه,355
76,"وَ قَالَ ع مَن أَطَالَ الأَمَلَ أَسَاءَ العَمَلَ
","[[ 0.00315021  0.0110632  -0.00237977 ...  0.00536913  0.0046202
   0.00138347]]",حکمت نهج البلاغه,356
77,"وَ قَالَ ع لَا قُربَةَ بِالنّوَافِلِ إِذَا أَضَرّت بِالفَرَائِضِ
","[[ 0.00288706  0.0107442  -0.00083416 ...  0.00609225  0.00971769
   0.02981868]]",حکمت نهج البلاغه,359
78,"وَ قَالَ ع لِسَانُ العَاقِلِ وَرَاءَ قَلبِهِ وَ قَلبُ الأَحمَقِ وَرَاءَ لِسَانِهِ
","[[ 0.00347919  0.01081123 -0.00102948 ...  0.02116503  0.00034904
   0.02162787]]",حکمت نهج البلاغه,360
79,"قَلبُ الأَحمَقِ فِی فِیهِ وَ لِسَانُ العَاقِلِ فِی قَلبِهِ
","[[ 9.1772554e-03 -5.8698529e-06 -2.4861225e-03 ...  1.4529082e-02
   6.7272452e-03  2.8649254e-02]]",حکمت نهج البلاغه,361
80,"وَ قَالَ ع فِی ذِکرِ خَبّابِ بنِ الأَرَتّ یَرحَمُ اللّهُ خَبّابَ بنَ الأَرَتّ فَلَقَد أَسلَمَ رَاغِباً وَ هَاجَرَ طَائِعاً وَ قَنِعَ بِالکَفَافِ وَ رضَیِ‌َ عَنِ اللّهِ وَ عَاشَ مُجَاهِداً
",[[0.00673564 0.02363114 0.00511639 ... 0.00810633 0.00855358 0.01593109]],حکمت نهج البلاغه,363
81,"وَ قَالَ ع طُوبَی لِمَن ذَکَرَ المَعَادَ وَ عَمِلَ لِلحِسَابِ وَ قَنِعَ بِالکَفَافِ وَ رضَیِ‌َ عَنِ اللّهِ
","[[ 0.00411016  0.00954836 -0.00504678 ...  0.00658473  0.01009365
   0.015071  ]]",حکمت نهج البلاغه,364
82,"وَ قَالَ ع سَیّئَةٌ تَسُوءُکَ خَیرٌ عِندَ اللّهِ مِن حَسَنَةٍ تُعجِبُکَ
",[[0.00322201 0.01213633 0.00088797 ... 0.0012997  0.02167391 0.02100992]],حکمت نهج البلاغه,366
83,"وَ قَالَ ع قَدرُ الرّجُلِ عَلَی قَدرِ هِمّتِهِ وَ صِدقُهُ عَلَی قَدرِ مُرُوءَتِهِ وَ شَجَاعَتُهُ عَلَی قَدرِ أَنَفَتِهِ وَ عِفّتُهُ عَلَی قَدرِ غَیرَتِهِ
","[[ 0.01370786  0.0126593  -0.0033278  ...  0.00529017  0.00266615
   0.02467048]]",حکمت نهج البلاغه,367
84,"وَ قَالَ ع الظّفَرُ بِالحَزمِ وَ الحَزمُ بِإِجَالَةِ الرأّی‌ِ وَ الرأّی‌ُ بِتَحصِینِ الأَسرَارِ
","[[ 0.00875866  0.00912121 -0.00055826 ...  0.0082677   0.00766659
   0.04355165]]",حکمت نهج البلاغه,368
85,"وَ قَالَ ع احذَرُوا صَولَةَ الکَرِیمِ إِذَا جَاعَ وَ اللّئِیمِ إِذَا شَبِعَ
","[[ 0.00756119  0.01189917 -0.00130698 ...  0.01320094  0.00010228
   0.01748752]]",حکمت نهج البلاغه,369
86,"وَ قَالَ ع قُلُوبُ الرّجَالِ وَحشِیّةٌ فَمَن تَأَلّفَهَا أَقبَلَت عَلَیهِ
",[[0.00504161 0.01718011 0.00074094 ... 0.05625191 0.0059111  0.02178222]],حکمت نهج البلاغه,370
87,"وَ قَالَ ع عَیبُکَ مَستُورٌ مَا أَسعَدَکَ جَدّکَ
","[[ 0.0012759   0.01121107 -0.00180496 ...  0.00648871  0.01052319
  -0.00767315]]",حکمت نهج البلاغه,371
88,"وَ قَالَ ع أَولَی النّاسِ بِالعَفوِ أَقدَرُهُم عَلَی العُقُوبَةِ
",[[0.0074591  0.01255672 0.01037897 ... 0.00873093 0.00736402 0.0256014 ]],حکمت نهج البلاغه,372
89,"وَ قَالَ ع السّخَاءُ مَا کَانَ ابتِدَاءً فَأَمّا مَا کَانَ عَن مَسأَلَةٍ فَحَیَاءٌ وَ تَذَمّمٌ
","[[ 0.00268473  0.01732999 -0.00274566 ...  0.01287384  0.01951234
   0.02353269]]",حکمت نهج البلاغه,373
90,"وَ قَالَ ع لَا غِنَی کَالعَقلِ وَ لَا فَقرَ کَالجَهلِ وَ لَا مِیرَاثَ کَالأَدَبِ وَ لَا ظَهِیرَ کَالمُشَاوَرَةِ
","[[ 0.00180051  0.01052735 -0.00161692 ...  0.00569982  0.00229439
   0.03667438]]",حکمت نهج البلاغه,374
91,"وَ قَالَ ع الصّبرُ صَبرَانِ صَبرٌ عَلَی مَا تَکرَهُ وَ صَبرٌ عَمّا تُحِبّ
","[[ 0.00166648  0.01204956 -0.00059602 ...  0.00624591 -0.00065832
   0.00915209]]",حکمت نهج البلاغه,375
92,"وَ قَالَ ع الغِنَی فِی الغُربَةِ وَطَنٌ وَ الفَقرُ فِی الوَطَنِ غُربَةٌ
","[[ 0.00283565  0.00926558 -0.00140524 ... -0.00030964  0.00038193
   0.01437414]]",حکمت نهج البلاغه,376
93,"وَ قَالَ ع القَنَاعَةُ مَالٌ لَا یَنفَدُ
","[[ 0.00116776  0.01138302 -0.00053755 ...  0.01046425  0.0051943
   0.00691867]]",حکمت نهج البلاغه,377
94,"وَ قَالَ ع المَالُ مَادّةُ الشّهَوَاتِ
","[[ 2.0154654e-03  1.0719705e-02 -8.2631370e-05 ...  6.8882793e-05
  -9.7590964e-04  3.8436040e-02]]",حکمت نهج البلاغه,378
95,"وَ قَالَ ع مَن حَذّرَکَ کَمَن بَشّرَکَ
",[[0.00706818 0.00994395 0.00131942 ... 0.00402578 0.02073804 0.01163237]],حکمت نهج البلاغه,379
96,"وَ قَالَ ع اللّسَانُ سَبُعٌ إِن خلُیّ‌َ عَنهُ عَقَرَ
",[[0.00815208 0.01224935 0.0002415  ... 0.00410919 0.00985619 0.02860453]],حکمت نهج البلاغه,380
97,"وَ قَالَ ع المَرأَةُ عَقرَبٌ حُلوَةُ اللّسبَةِ
","[[ 0.00369171  0.01343897  0.00653465 ...  0.00931706 -0.00161797
   0.02397962]]",حکمت نهج البلاغه,381
98,"وَ قَالَ ع إِذَا حُیّیتَ بِتَحِیّةٍ فحَیَ‌ّ بِأَحسَنَ مِنهَا وَ إِذَا أُسدِیَت إِلَیکَ یَدٌ فَکَافِئهَا بِمَا یرُبیِ عَلَیهَا وَ الفَضلُ مَعَ ذَلِکَ للِباَد‌ِئِ
","[[ 0.00814699  0.01614588 -0.00282494 ...  0.00064464 -0.0010577
   0.02732949]]",حکمت نهج البلاغه,382
99,"وَ قَالَ ع الشّفِیعُ جَنَاحُ الطّالِبِ
","[[ 0.00482176  0.01024802  0.00052905 ...  0.00584442  0.01674189
  -0.00278325]]",حکمت نهج البلاغه,383
100,"وَ قَالَ ع أَهلُ الدّنیَا کَرَکبٍ یُسَارُ بِهِم وَ هُم نِیَامٌ
","[[ 0.00504077  0.01628175 -0.0003741  ...  0.00885361 -0.00152494
   0.03366558]]",حکمت نهج البلاغه,384
101,"وَ قَالَ ع فَقدُ الأَحِبّةِ غُربَةٌ
","[[ 0.00748165  0.01527658 -0.00335067 ...  0.00269438  0.00909384
   0.02250966]]",حکمت نهج البلاغه,385
102,"وَ قَالَ ع فَوتُ الحَاجَةِ أَهوَنُ مِن طَلَبِهَا إِلَی غَیرِ أَهلِهَا
","[[ 0.01396602  0.01289606 -0.0011703  ...  0.00990291 -0.00182052
   0.01928758]]",حکمت نهج البلاغه,386
103,"وَ قَالَ ع لَا تَستَحِ مِن إِعطَاءِ القَلِیلِ فَإِنّ الحِرمَانَ أَقَلّ مِنهُ
",[[0.00070277 0.01401497 0.02981311 ... 0.03952389 0.01075212 0.0224924 ]],حکمت نهج البلاغه,387
104,"وَ قَالَ ع العَفَافُ زِینَةُ الفَقرِ وَ الشّکرُ زِینَةُ الغِنَی
",[[0.00483262 0.00850638 0.00037753 ... 0.02034742 0.00448246 0.00827186]],حکمت نهج البلاغه,388
105,"وَ قَالَ ع إِذَا لَم یَکُن مَا تُرِیدُ فَلَا تُبَل مَا کُنتَ
","[[ 0.0016379   0.01641711  0.00184565 ...  0.00268176 -0.00328522
   0.02248656]]",حکمت نهج البلاغه,389
106,"وَ قَالَ ع لَا تَرَی الجَاهِلَ إِلّا مُفرِطاً أَو مُفَرّطاً
","[[ 0.00729258  0.01122284 -0.00288021 ...  0.00406366  0.01624052
   0.03109421]]",حکمت نهج البلاغه,390
107,"وَ قَالَ ع إِذَا تَمّ العَقلُ نَقَصَ الکَلَامُ
",[[0.00225311 0.01091306 0.0002038  ... 0.00521567 0.00404746 0.01897079]],حکمت نهج البلاغه,391
108,"وَ قَالَ ع الدّهرُ یُخلِقُ الأَبدَانَ وَ یُجَدّدُ الآمَالَ وَ یُقَرّبُ المَنِیّةَ وَ یُبَاعِدُ الأُمنِیّةَ مَن ظَفِرَ بِهِ نَصِبَ وَ مَن فَاتَهُ تَعِبَ
","[[ 0.00856963  0.01266731 -0.0005645  ...  0.02951539  0.00068249
   0.02683423]]",حکمت نهج البلاغه,392
109,"وَ قَالَ ع مَن نَصَبَ نَفسَهُ لِلنّاسِ إِمَاماً فَلیَبدَأ بِتَعلِیمِ نَفسِهِ قَبلَ تَعلِیمِ غَیرِهِ وَ لیَکُن تَأدِیبُهُ بِسِیرَتِهِ قَبلَ تَأدِیبِهِ بِلِسَانِهِ وَ مُعَلّمُ نَفسِهِ وَ مُؤَدّبُهَا أَحَقّ بِالإِجلَالِ مِن مُعَلّمِ النّاسِ وَ مُؤَدّبِهِم
",[[0.00129947 0.01989225 0.00081703 ... 0.00124312 0.00594427 0.02523456]],حکمت نهج البلاغه,393
110,"وَ قَالَ ع نَفَسُ المَرءِ خُطَاهُ إِلَی أَجَلِهِ
","[[ 0.01451205  0.01169573  0.00179895 ...  0.0097667  -0.00104306
   0.02267458]]",حکمت نهج البلاغه,394
111,"وَ قَالَ ع کُلّ مَعدُودٍ مُنقَضٍ وَ کُلّ مُتَوَقّعٍ آتٍ
","[[ 0.00629635  0.01081757 -0.00288518 ...  0.00564942  0.01921035
   0.02595987]]",حکمت نهج البلاغه,395
112,"وَ قَالَ ع إِنّ الأُمُورَ إِذَا اشتَبَهَت اعتُبِرَ آخِرُهَا بِأَوّلِهَا
","[[ 0.01279769  0.01678762 -0.00155881 ...  0.00501935  0.00761858
   0.02910788]]",حکمت نهج البلاغه,396
113,"وَ قَالَ ع خُذِ الحِکمَةَ أَنّی کَانَت فَإِنّ الحِکمَةَ تَکُونُ فِی صَدرِ المُنَافِقِ فَتَلَجلَجُ فِی صَدرِهِ حَتّی تَخرُجَ فَتَسکُنَ إِلَی صَوَاحِبِهَا فِی صَدرِ المُؤمِنِ
",[[0.01056264 0.01684476 0.00014901 ... 0.00545571 0.00952154 0.01699802]],حکمت نهج البلاغه,399
114,"وَ قَالَ ع الحِکمَةُ ضَالّةُ المُؤمِنِ فَخُذِ الحِکمَةَ وَ لَو مِن أَهلِ النّفَاقِ
","[[ 0.00675097  0.01095349 -0.00253898 ...  0.00395073  0.01952297
   0.03214832]]",حکمت نهج البلاغه,400
115,"وَ قَالَ ع قِیمَةُ کُلّ امر‌ِئٍ مَا یُحسِنُهُ
",[[0.00389468 0.01103566 0.00252171 ... 0.00473466 0.002539   0.01732393]],حکمت نهج البلاغه,401
116,"وَ قَالَ ع لِرَجُلٍ أَفرَطَ فِی الثّنَاءِ عَلَیهِ وَ کَانَ لَهُ مُتّهِماً أَنَا دُونَ مَا تَقُولُ وَ فَوقَ مَا فِی نَفسِکَ
","[[ 0.01289433  0.01250956 -0.00218666 ...  0.00199348  0.00934509
   0.02420965]]",حکمت نهج البلاغه,403
117,"وَ قَالَ ع بَقِیّةُ السّیفِ أَبقَی عَدَداً وَ أَکثَرُ وَلَداً
","[[ 0.00267266  0.01104073  0.00794882 ...  0.00115192 -0.00145473
   0.00867061]]",حکمت نهج البلاغه,404
118,"وَ قَالَ ع مَن تَرَکَ قَولَ لَا أدَریِ أُصِیبَت مَقَاتِلُهُ
","[[ 0.00302782  0.01392658 -0.00069977 ...  0.01171851  0.00546601
   0.02071824]]",حکمت نهج البلاغه,405
119,"وَ قَالَ ع رأَی‌ُ الشّیخِ أَحَبّ إلِیَ‌ّ مِن جَلَدِ الغُلَامِ وَ روُیِ‌َ مِن مَشهَدِ الغُلَامِ
","[[ 0.0232718   0.01084839 -0.00116595 ...  0.01568777 -0.00012453
   0.02926918]]",حکمت نهج البلاغه,406
120,"وَ قَالَ ع عَجِبتُ لِمَن یَقنَطُ وَ مَعَهُ الِاستِغفَارُ
","[[ 5.6693107e-03  1.0900345e-02 -3.7563150e-05 ...  4.5797881e-03
   6.8011694e-03  1.0483349e-02]]",حکمت نهج البلاغه,407
121,"وَ قَالَ ع مَن أَصلَحَ مَا بَینَهُ وَ بَینَ اللّهِ أَصلَحَ اللّهُ مَا بَینَهُ وَ بَینَ النّاسِ وَ مَن أَصلَحَ أَمرَ آخِرَتِهِ أَصلَحَ اللّهُ لَهُ أَمرَ دُنیَاهُ وَ مَن کَانَ لَهُ مِن نَفسِهِ وَاعِظٌ کَانَ عَلَیهِ مِنَ اللّهِ حَافِظٌ
","[[ 0.01722901  0.01769871 -0.00341219 ...  0.00498754 -0.00108481
   0.02679212]]",حکمت نهج البلاغه,409
122,"وَ قَالَ ع الفَقِیهُ کُلّ الفَقِیهِ مَن لَم یُقَنّطِ النّاسَ مِن رَحمَةِ اللّهِ وَ لَم یُؤیِسهُم مِن رَوحِ اللّهِ وَ لَم یُؤمِنهُم مِن مَکرِ اللّهِ
","[[ 0.01358314  0.01103536 -0.00394849 ...  0.01496171  0.00858643
   0.01780878]]",حکمت نهج البلاغه,410
123,"وَ قَالَ ع إِنّ هَذِهِ القُلُوبَ تَمَلّ کَمَا تَمَلّ الأَبدَانُ فَابتَغُوا لَهَا طَرَائِفَ الحِکَمِ
","[[ 0.00604356  0.02146791 -0.00063362 ...  0.01421809 -0.00165104
   0.02581459]]",حکمت نهج البلاغه,411
124,"وَ قَالَ ع أَوضَعُ العِلمِ مَا وُقِفَ عَلَی اللّسَانِ وَ أَرفَعُهُ مَا ظَهَرَ فِی الجَوَارِحِ وَ الأَرکَانِ
","[[ 0.00039311  0.01132038 -0.00421841 ...  0.00274716  0.00562321
   0.024637  ]]",حکمت نهج البلاغه,412
125,"وَ قَالَ ع لَا یَقِلّ عَمَلٌ مَعَ التّقوَی وَ کَیفَ یَقِلّ مَا یُتَقَبّلُ
","[[ 0.00097754  0.01195082  0.00054161 ...  0.0074407  -0.00307197
   0.02712706]]",حکمت نهج البلاغه,415
126,"وَ سَمِعَ ع رَجُلًا مِنَ الحَرُورِیّةِ یَتَهَجّدُ وَ یَقرَأُ فَقَالَ نَومٌ عَلَی یَقِینٍ خَیرٌ مِن صَلَاةٍ فِی شَکّ
","[[ 0.00782857  0.01246258 -0.00299966 ...  0.01438619  0.00933901
   0.01778762]]",حکمت نهج البلاغه,417
127,"وَ قَالَ ع اعقِلُوا الخَبَرَ إِذَا سَمِعتُمُوهُ عَقلَ رِعَایَةٍ لَا عَقلَ رِوَایَةٍ فَإِنّ رُوَاةَ العِلمِ کَثِیرٌ وَ رُعَاتَهُ قَلِیلٌ
","[[ 0.00744342  0.0125303  -0.0013022  ...  0.00562615  0.00774252
   0.0303506 ]]",حکمت نهج البلاغه,418
128,"وَ سَمِعَ رَجُلًا یَقُولُإِنّا لِلّهِ وَ إِنّا إِلَیهِ راجِعُونَ فَقَالَ إِنّ قَولَنَاإِنّا لِلّهِإِقرَارٌ عَلَی أَنفُسِنَا بِالمُلکِ وَ قَولَنَاوَ إِنّا إِلَیهِ راجِعُونَإِقرَارٌ عَلَی أَنفُسِنَا بِالهُلکِ
",[[0.0119878  0.01935983 0.00013811 ... 0.00671241 0.00086405 0.02627805]],حکمت نهج البلاغه,419
129,"وَ قَالَ ع وَ مَدَحَهُ قَومٌ فِی وَجهِهِ فَقَالَ أللّهُمّ إِنّکَ أَعلَمُ بیِ مِن نفَسیِ وَ أَنَا أَعلَمُ بنِفَسیِ مِنهُم أللّهُمّ اجعَلنَا خَیراً مِمّا یَظُنّونَ وَ اغفِر لَنَا مَا لَا یَعلَمُونَ
",[[0.00358578 0.01378715 0.00084921 ... 0.0024454  0.0088387  0.02797253]],حکمت نهج البلاغه,420
130,"وَ قَالَ ع لَا یَستَقِیمُ قَضَاءُ الحَوَائِجِ إِلّا بِثَلَاثٍ بِاستِصغَارِهَا لِتَعظُمَ وَ بِاستِکتَامِهَا لِتَظهَرَ وَ بِتَعجِیلِهَا لِتَهنُؤَ
",[[0.01396505 0.01581145 0.00216623 ... 0.00662893 0.01187421 0.01854172]],حکمت نهج البلاغه,421
131,"وَ قَالَ ع إِنّ اللّهَ افتَرَضَ عَلَیکُم فَرَائِضَ فَلَا تُضَیّعُوهَا وَ حَدّ لَکُم حُدُوداً فَلَا تَعتَدُوهَا وَ نَهَاکُم عَن أَشیَاءَ فَلَا تَنتَهِکُوهَا وَ سَکَتَ لَکُم عَن أَشیَاءَ وَ لَم یَدَعهَا نِسیَاناً فَلَا تَتَکَلّفُوهَا
","[[ 0.01245213  0.02150353  0.00067849 ...  0.00299974 -0.0014063
   0.02506427]]",حکمت نهج البلاغه,425
132,"وَ قَالَ ع لَا یَترُکُ النّاسُ شَیئاً مِن أَمرِ دِینِهِم لِاستِصلَاحِ دُنیَاهُم إِلّا فَتَحَ اللّهُ عَلَیهِم مَا هُوَ أَضَرّ مِنهُ
",[[0.00904867 0.01728956 0.00167728 ... 0.01048966 0.00334356 0.03173332]],حکمت نهج البلاغه,426
133,"وَ قَالَ ع رُبّ عَالِمٍ قَد قَتَلَهُ جَهلُهُ وَ عِلمُهُ مَعَهُ لَا یَنفَعُهُ
","[[ 0.00577107  0.01190317  0.00058934 ...  0.00522009 -0.00030922
   0.02639148]]",حکمت نهج البلاغه,427
134,"وَ قَالَ ع نَحنُ النّمرُقَةُ الوُسطَی بِهَا یَلحَقُ التاّلیِ وَ إِلَیهَا یَرجِعُ الغاَلیِ‌
",[[0.00309802 0.01344623 0.00241017 ... 0.00397043 0.00277236 0.02620821]],حکمت نهج البلاغه,429
135,"وَ قَالَ ع لَا یُقِیمُ أَمرَ اللّهِ سُبحَانَهُ إِلّا مَن لَا یُصَانِعُ وَ لَا یُضَارِعُ وَ لَا یَتّبِعُ المَطَامِعَ
","[[ 0.01014053  0.01254232 -0.00304284 ...  0.00506805  0.0082375
   0.01958914]]",حکمت نهج البلاغه,430
136,"وَ قَالَ ع وَ قَد توُفُیّ‌َ سَهلُ بنُ حُنَیفٍ الأنَصاَریِ‌ّ بِالکُوفَةِ بَعدَ مَرجِعِهِ مَعَهُ مِن صِفّینَ وَ کَانَ أَحَبّ النّاسِ إِلَیهِ
","[[ 0.01027897  0.01698871 -0.00064112 ...  0.0026815   0.00316424
   0.02112259]]",حکمت نهج البلاغه,431
137,"مَن أَحَبّنَا أَهلَ البَیتِ فَلیَستَعِدّ لِلفَقرِ جِلبَاباً
","[[ 6.1683916e-03 -1.0240583e-05 -3.8382647e-04 ...  6.3175494e-03
   1.3545501e-03  2.3339238e-02]]",حکمت نهج البلاغه,432
138,"وَ قَالَ ع إِذَا استَولَی الصّلَاحُ عَلَی الزّمَانِ وَ أَهلِهِ ثُمّ أَسَاءَ رَجُلٌ الظّنّ بِرَجُلٍ لَم تَظهَر مِنهُ حَوبَةٌ فَقَد ظَلَمَ وَ إِذَا استَولَی الفَسَادُ عَلَی الزّمَانِ وَ أَهلِهِ فَأَحسَنَ رَجُلٌ الظّنّ بِرَجُلٍ فَقَد غَرّرَ
","[[ 0.01709268  0.02203194 -0.00296336 ...  0.00361079  0.00728554
   0.01557907]]",حکمت نهج البلاغه,434
139,"وَ قِیلَ لَهُ ع کَیفَ نَجِدُکَ یَا أَمِیرَ المُؤمِنِینَ فَقَالَ ع کَیفَ یَکُونُ حَالُ مَن یَفنَی بِبَقَائِهِ وَ یَسقَمُ بِصِحّتِهِ وَ یُؤتَی مِن مَأمَنِهِ
","[[ 0.00304248  0.0180689   0.00138696 ...  0.00304392 -0.00241886
   0.02060003]]",حکمت نهج البلاغه,435
140,"وَ قَالَ ع کَم مِن مُستَدرَجٍ بِالإِحسَانِ إِلَیهِ وَ مَغرُورٍ بِالسّترِ عَلَیهِ وَ مَفتُونٍ بِحُسنِ القَولِ فِیهِ وَ مَا ابتَلَی اللّهُ أَحَداً بِمِثلِ الإِملَاءِ لَهُ
","[[ 0.01096227  0.01031189 -0.00040268 ...  0.00526916  0.00125342
   0.01439418]]",حکمت نهج البلاغه,436
141,"وَ قَالَ ع هَلَکَ فِیّ رَجُلَانِ مُحِبّ غَالٍ وَ مُبغِضٌ قَالٍ
","[[ 0.00589462  0.01268    -0.00370999 ...  0.00344129  0.0112978
   0.01358558]]",حکمت نهج البلاغه,437
142,"وَ قَالَ ع إِضَاعَةُ الفُرصَةِ غُصّةٌ
","[[ 0.00284984  0.01312096 -0.00051086 ...  0.00343135  0.0225582
   0.01685385]]",حکمت نهج البلاغه,438
143,"وَ قَالَ ع مَثَلُ الدّنیَا کَمَثَلِ الحَیّةِ لَیّنٌ مَسّهَا وَ السّمّ النّاقِعُ فِی جَوفِهَا یهَویِ إِلَیهَا الغِرّ الجَاهِلُ وَ یَحذَرُهَا ذُو اللّبّ العَاقِلُ
","[[ 0.00766765  0.01158132 -0.00239494 ...  0.0051672   0.0019312
   0.02554914]]",حکمت نهج البلاغه,439
144,"وَ قَالَ ع شَتّانَ مَا بَینَ عَمَلَینِ عَمَلٍ تَذهَبُ لَذّتُهُ وَ تَبقَی تَبِعَتُهُ وَ عَمَلٍ تَذهَبُ مَئُونَتُهُ وَ یَبقَی أَجرُهُ
","[[ 0.00761592  0.01444453  0.00322099 ...  0.00638299 -0.00183467
   0.00784566]]",حکمت نهج البلاغه,441
145,"وَ قَالَ ع طُوبَی لِمَن ذَلّ فِی نَفسِهِ وَ طَابَ کَسبُهُ وَ صَلَحَت سَرِیرَتُهُ وَ حَسُنَت خَلِیقَتُهُ وَ أَنفَقَ الفَضلَ مِن مَالِهِ وَ أَمسَکَ الفَضلَ مِن لِسَانِهِ وَ عَزَلَ عَنِ النّاسِ شَرّهُ وَ وَسِعَتهُ السّنّةُ وَ لَم یُنسَب إلَی البِدعَةِ
",[[0.00515547 0.00899479 0.0010996  ... 0.00248394 0.00104378 0.02746112]],حکمت نهج البلاغه,443
