,output_text,vector,output_data_source,index
300,"آمد رمضان و عید با ماست	قفل آمد و آن کلید با ماست
بربست دهان و دیده بگشاد	وان نور که دیده دید با ماست
آمد رمضان به خدمت دل	وان کش که دل آفرید با ماست
در روزه اگر پدید شد رنج	گنج دل ناپدید با ماست
کردیم ز روزه جان و دل پاک	هر چند تن پلید با ماست
روزه به زبان حال گوید	کم شو که همه مرید با ماست
چون هست صلاح دین در این جمع	منصور و ابایزید با ماست","[[-0.00028813  0.00062317 -0.00041208 ...  0.03489919 -0.00104876
   0.01026858]]",غزلیات مولوی,370
301,"گر جام سپهر زهرپیماست	آن در لب عاشقان چو حلواست
زین واقعه گر ز جای رفتی	از جای برو که جای این جاست
مگریز ز سوز عشق زیرا	جز آتش عشق دود و سوداست
دودت نپزد کند سیاهت	در پختنت آتشست کاستاست
پروانه که گرد دود گردد	دودآلودست و خام و رسواست
از خانه و مان به یاد ناید	آن را که چنین سفر مهیاست
از شهر مگو که در بیابان	موسیست رفیق من و سلواست
صحبت چه کنی که در سقیمی	هر لحظه طبیب تو مسیحاست
دلتنگ خوشم که در فراخی	هر مسخره را رهست و گنجاست
چون خانه دل ز غم شود تنگ	در وی شه دلنواز تنهاست
دل تنگ بود جز او نگنجد	تنگی دلم امان و غوغاست
دندان عدو ز ترس کندست	پس روترشی رهایی ماست
خاموش که بحر اگر ترش روست	هم معدن گوهرست و دریاست",[[0.01687037 0.03360369 0.00305839 ... 0.01258569 0.00983212 0.01241541]],غزلیات مولوی,371
302,"من سر نخورم که سر گران ست	پاچه نخورم که استخوان ست
بریان نخورم که هم زیان ست	من نور خورم که قوت جان ست
من سر نخوهم که باکلاهند	من زر نخوهم که بازخواهند
من خر نخوهم که بند کاهند	من کبک خورم که صید شاهند
بالا نپرم نه لک لکم من	کس را نگزم که نی سگم من
لنگی نکنم نه بدتکم من	که عاشق روی ایبکم من
ترشی نکنم نه سرکه ام من	پرنم نشوم نه برکه ام من
سرکش نشوم نه عکه ام من	قانع بزیم که مکه ام من
دستار مرا گرو نهادی	یک کوزه مثلثم ندادی
انصاف بده عوان نژادی	ما را کم نیست هیچ شادی
سالار دهی و خواجه ده	آن باده که گفته ای به من ده
ور دفع دهی تو و برون جه	در کس زنان خویشتن نه
من عشق خورم که خوشگوارست	ذوق دهنست و نشو جان ست
خوردم ز ثرید و پاچه یک چند	از پاچه سر مرا زیانست
زین پس سر پاچه نیست ما را	ما را و کسی که اهل خوانست",[[0.00151889 0.01480691 0.00788495 ... 0.00924339 0.00983707 0.00957414]],غزلیات مولوی,372
303,"گر می نکند لبم بیانت	سر می گوید به گوش جانت
گر لب ز سلام تو خموش است	بس هم سخن است با نهایت
تن از تو همی کند کرانه	جان بگرفته است در میانت
صورت اگرت چو تیر انداخت	جانش بکشید چون کمانت
هرچ از تو نهان کند بگوید	در گوش ضمیر رازدانت
این دم اگر از میان برونی	بازآرد دل کمرکشانت
در باطن کرده خاص خاصت	در ظاهر کرده امتحانت
خامش که چو در تو این غم انداخت	بس باشد این کشش نشانت",[[0.00400881 0.00647006 0.00024986 ... 0.02104718 0.00684209 0.03324955]],غزلیات مولوی,373
304,"پرسید کسی که ره کدامست	گفتم کاین راه ترک کامست
ای عاشق شاه دان که راهت	در جست رضای آن همامست
چون کام و مراد دوست جویی	پس جست مراد خود حرامست

شد جمله روح عشق محبوب	کاین عشق صوامع کرامست
کم از سر کوه نیست عشقش	ما را سر کوه این تمامست
غاری که در اوست یار عشقست	جان را ز جمال او نظامست
هر چت که صفا دهد صوابست	تعیین بنمی کنم کدامست
خامش کن و پیر عشق را باش	کاندر دو جهان تو را امامست","[[ 0.00718431  0.00078196  0.00836486 ... -0.00055823  0.00705261
   0.02104043]]",غزلیات مولوی,374
305,"مر عاشق را ز ره چه بیمست	چون همره عاشق آن قدیمست
از رفتن جان چه خوف باشد	او را که خدای جان ندیمست
اندر سفرست لیک چون مه	در طلعت خوب خود مقیمست
کی منتظر نسیم باشد	آن کس که سبکتر از نسیمست
عشق و عاشق یکی ست ای جان	تا ظن نبری که آن دو نیمست
چون گشت درست عشق عاشق	هم منعم خویش و هم نعیمست
او در طلب چنین درستی	در پیش سهیل چون ادیمست
چون رفت در این طلب به دریا	دری ست اگر چه او یتیمست
ای دیده کرم ز شمس تبریز	مر حاتم را مگو کریمست",[[0.00520778 0.00733976 0.00598411 ... 0.00414012 0.00589522 0.02130975]],غزلیات مولوی,375
306,"امروز جنون نو رسیده ست	زنجیر هزار دل کشیده ست
امروز ز کندهای ابلوج	پهلوی جوال ها دریده ست
باز آن بدوی به هجده ای قلب	آن یوسف حسن را خریده ست
جان ها همه شب به عز و اقبال	در نرگس و یاسمن چریده ست
تا لاجرم از بگاه هر جان	چالاک و لطیف و برجهیده ست
امروز بنفشه زار و لاله	از سنگ و کلوخ بردمیده ست
بشکفت درخت در زمستان	در بهمن میوه ها پزیده ست
گویی که خدای عالمی نو	در عالم کهنه آفریده ست
ای عارف عاشق این غزل گو	کت عشق ز عاشقان گزیده ست
بر چهره چون زر تو گازیست	آن سیمبرت مگر گزیده ست
شاید که نوازد آن دلی را	کاندر غم او بسی طپیده ست
خاموش و تفرج چمن کن	کامروز نیابت دو دیده ست",[[0.00743777 0.00231789 0.00394009 ... 0.03371164 0.00571717 0.01744045]],غزلیات مولوی,376
307,"آن را که در آخرش خری هست	او را به طواف رهبری هست
بازار جهان به کسب برپاست	زین در همه خارش وگری هست
تا خارششان همی کشاند	هر جای که شور یا شری هست
در یم صدفی قرار گیرد	کو را به درونه گوهری هست
اما صدفی که در ندارد	در جستن درش معبری هست
گه در یم و گاه سوی ساحل	در جستن قطره اش سری هست
خاموش و طمع مکن سکینه	آن راست سکون که مخبری هست","[[ 1.4255273e-02 -2.1929331e-05  1.4005223e-03 ...  9.4531085e-03
   4.3878388e-03  3.1905554e-02]]",غزلیات مولوی,377
308,"ای گشته ز شاه عشق شهمات	در خشم مباش و در مکافات
در باغ فنا درآ و بنگر	در جان بقای خویش جنات
چون پیشترک روی تو از خود	بینی ز ورای این سماوات
سلطان حقایق و معانی	وز نور قدیم چتر و رایات
چون گشت عیان مجو کرامت	کز بهر نشان بود کرامات
تا ساحل بحر سیل پیداست	چون غرقه شود کجاست هیهات
ما مات تویم شمس تبریز	صد خدمت و صد سلام از مات","[[4.5313896e-03 1.3644118e-03 4.4863040e-04 ... 1.1002622e-02
  4.7251531e-05 2.8074345e-02]]",غزلیات مولوی,378
309,"ای کرده میان سینه غارت	ای جان و هزار جان شکارت
جز کشتن عاشقان چه شغلت	جز کشتن خلق چیست کارت
می کش که درست باد دستت	ای جان جهانیان نثارت
بس کشته زنده را که دیدم	از غمزه چشم پرخمارت
بس ساکن بی قرار دیدم	در آتش عشق بی قرارت
یک مرده به خاک درنماند	گر رنجه شوی کنی زیارت
جان بوسد خاک تو به هر دم	بر بوی کنار بی کنارت","[[ 2.1369373e-03 -8.4963659e-08 -3.3958950e-06 ...  4.5033952e-04
  -6.9069763e-05 -1.8603890e-04]]",غزلیات مولوی,379
310,"آن خواجه اگر چه تیزگوش است	استیزه کن و گران فروش است
من غره به سست خنده او	ایمن گشتم که او خموش است
هش دار که آب زیر کاه است	بحری است که زیر که به جوش است
هر جا که روی هش است مفتاح	این جا چه کنی که قفل هوش است
در روی تو بنگرد بخندد	مغرور مشو که روی پوش است
هر دل که به چنگ او درافتاد	چون چنگ همیشه در خروش است
با این همه روح ها چه زنبور	طواف ویند زانک نوش است
شیری است که غم ز هیبت او	در گور مقیم همچو موش است
شمس تبریز روز نقد است	عالم به چه در حدیث دوش است","[[-1.0774183e-05  2.0223586e-05 -1.6860860e-05 ...  6.2087842e-04
  -2.5521062e-05  4.8012970e-04]]",غزلیات مولوی,380
311,"آن ره که بیامدم کدامست	تا بازروم که کار خامست
یک لحظه ز کوی یار دوری	در مذهب عاشقان حرامست
اندر همه ده اگر کسی هست	والله که اشارتی تمامست
صعوه ز کجا رهد که سیمرغ	پابسته این شگرف دامست
آواره دلا میا بدین سو	آن جا بنشین که خوش مقامست
آن نقل گزین که جان فزایست	وان باده طلب که باقوامست
باقی همه بو و نقش و رنگست	باقی همه جنگ و ننگ و نامست
خاموش کن و ز پای بنشین	چون مستی و این کنار بامست",[[0.01280969 0.0173058  0.00795744 ... 0.01958812 0.0037845  0.0298863 ]],غزلیات مولوی,381
312,"ای از کرم تو کار ما راست	هر جای که خرمی ست ما راست
عاشق به جهان چه غصه دارد	تا جام شراب وصل برجاست
هر باد چغانه ای گرفته	کو منتظر اشارت ماست
هر آب چو پرده دار گشته	اندر پس پرده طرفه بت هاست
هر بلبل مست بر نهالی	ماننده راح روح افزاست
بسیار مگو که وقت آش است	چون گرسنگی قوم شش تاست","[[ 9.65652998e-06 -1.21291235e-08 -5.07060406e-07 ...  1.92490726e-04
  -1.98213020e-05 -1.42062127e-04]]",غزلیات مولوی,382
313,"هین که گردن سست کردی کو کبابت کو شرابت	هین که بس تاریک رویی ای گرفته آفتابت
یاد داری که ز مستی با خرد استیزه بستی	چون کلیدش را شکستی از کی باشد فتح بابت
در غم شیرین نجوشی لاجرم سرکه فروشی	آب حیوان را ببستی لاجرم رفتست آبت
بوالمعالی گشته بودی فضل و حجت می نمودی	نک محک عشق آمد کو سوالت کو جوابت
مهتر تجار بودی خویش قارون می نمودی	خواب بود و آن فنا شد چونک از سر رفت خوابت
بس زدی تو لاف زفتی عاقبت در دوغ رفتی	می خور اکنون آنچ داری دوغ آمد خمر نابت
مخلص و معنی این ها گر چه دانی هم نهان کن	اندر الواح ضمیری تا نیاید در کتابت",[[0.00096329 0.00664564 0.02078696 ... 0.01132546 0.00410144 0.02682834]],غزلیات مولوی,383
314,"عاشقان را گر چه در باطن جهانی دیگرست	عشق آن دلدار ما را ذوق و جانی دیگرست
سینه های روشنان بس غیب ها دانند لیک	سینه عشاق او را غیب دانی دیگرست
بس زبان حکمت اندر شوق سرش گوش شد	زانک مر اسرار او را ترجمانی دیگرست
یک زمین نقره بین از لطف او در عین جان	تا بدانی کان مهم را آسمانی دیگرست
عقل و عشق و معرفت شد نردبان بام حق	لیک حق را در حقیقت نردبانی دیگرست
شب روان از شاه عقل و پاسبان آن سو شوند	لیک آن جان را از آن سو پاسبانی دیگرست
دلبران راه معنی با دلی عاجز بدند	وحیشان آمد که دل را دلستانی دیگرست
ای زبان ها برگشاده بر دل بربوده ای	لب فروبندید کو را همزبانی دیگرست
شمس تبریزی چو جمع و شمع ها پروانه اش	زانک اندر عین دل او را عیانی دیگرست","[[ 0.02493746  0.01560969  0.00634476 ...  0.01251997 -0.00120658
   0.03131821]]",غزلیات مولوی,384
315,"خلق های خوب تو پیشت دود بعد از وفات	همچو خاتونان مه رو می خرامند این صفات
آن یکی دست تو گیرد وان دگر پرسش کند	وان دگر از لعل و شکر پیش بازآرد زکات
چون طلاق تن بدادی حور بینی صف زده	مسلمات مومنات قانتات تائبات
بی عدد پیش جنازه می دود خوهای تو	صبر تو و النازعات و شکر تو و الناشطات
در لحد مونس شوندت آن صفات باصفا	در تو آویزند ایشان چون بنین و چون بنات
حله ها پوشی بسی از پود و تار طاعتت	بسط جانت عرصه گردد از برون این جهات
هین خمش کن تا توانی تخم نیکی کار تو	زانک پیدا شد بهشت عدن ز افعال ثقات","[[ 1.2718688e-02 -2.7895268e-05  5.2794856e-03 ...  1.2686687e-02
   8.1373695e-03  2.2351475e-02]]",غزلیات مولوی,385
316,"خاک آن کس شو که آب زندگانش روشنست	نیم نانی دررسد تا نیم جانی در تنست
گفتمش آخر پی یک وصل چندین هجر چیست	گفت آری من قصابم گردران با گردنست
دی تماشا رفته بودم جانب صحرای دل	آن نگنجد در نظر چه جای پیدا کردنست
چشم مست یار گویان هر زمان با چشم من	در دو عالم می نگنجد آنچ در چشم منست
رو فزون شو از دو عالم تا بریزم بر سرت	آنچ دل را جان جان و دیدگان را دیدنست
ذره ذره عاشقانه پهلوی معشوق خویش	می زند پهلو که وقت عقد و کابین کردنست
اندر آن پیوند کردن آب و آتش یک شده ست	غنچه آن جا سنبلست و سرو آن جا سوسنست
زیر پاشان گنج ها و سوی بالا باغ ها	بشنو از بالا نه وقت زیر و بالا گفتنست
من اگر پیدا نگویم بی صفت پیداست آن	ذوق آن اندر سرست و طوق آن در گردنست
شمس تبریزی تو خورشیدی چه گویم مدح تو	صد زبان دارم چو تیغ اما به وصفت الکنست",[[0.00670421 0.00422539 0.01460535 ... 0.00704102 0.00703401 0.02246383]],غزلیات مولوی,387
317,"خدمت بی دوستی را قدر و قیمت هست نیست	خدمت اندر دست هست و دوستی در دست نیست
دوستی در اندرون خود خدمتی پیوسته است	هیچ خدمت جز محبت در جهان پیوست نیست
ور تو مستی می نمایی در محبت چون نه ای	عشق گوید دوغ خورد و دوغ خورد او مست نیست
پست و بالا چند یازد از تکلف در هوا	چند خود را پست دارد آن کسی کو پست نیست
همچو ماهی مانده در دام جهان زان بحر دور	وانگهان پنداشته خود را که اندر شست نیست","[[ 6.0409717e-03 -7.0012993e-06  7.8936089e-03 ...  9.3336701e-03
   9.9327704e-03  2.2667238e-02]]",غزلیات مولوی,388
318,"چون دلت با من نباشد همنشینی سود نیست	گر چه با من می نشینی چون چنینی سود نیست
چون دهانت بسته باشد در جگر آتش بود	در میان جو درآیی آب بینی سود نیست
چونک در تن جان نباشد صورتش را ذوق نیست	چون نباشد نان و نعمت صحن و سینی سود نیست
گر زمین از مشک و عنبر پر شود تا آسمان	چون نباشد آدمی را راه بینی سود نیست
تا ز آتش می گریزی ترش و خامی چون پنیر	گر هزاران یار و دلبر می گزینی سود نیست","[[-6.1443840e-05  3.2852247e-04 -1.2621553e-06 ... -6.4372654e-07
  -2.4002915e-05 -2.2409831e-05]]",غزلیات مولوی,389
319,"مطربا این پرده زن کان یار ما مست آمدست	وان حیات باصفای باوفا مست آمدست
گر لباس قهر پوشد چون شرر بشناسمش	کو بدین شیوه بر ما بارها مست آمدست
آب ما را گر بریزد ور سبو را بشکند	ای برادر دم مزن کاین دم سقا مست آمدست
می فریبم مست خود را او تبسم می کند	کاین سلیم القلب را بین کز کجا مست آمدست
آن کسی را می فریبی کز کمینه حرف او	آب و آتش بیخود و خاک و هوا مست آمدست
گفتمش گر من بمیرم تو رسی بر گور من	برجهم از گور خود کان خوش لقا مست آمدست
گفت آن کاین دم پذیرد کی بمیرد جان او	با خدا باقی بود آن کز خدا مست آمدست
عشق بی چون بین که جان را چون قدح پر می کند	روی ساقی بین که خندان از بقا مست آمدست
یار ما عشق است و هر کس در جهان یاری گزید	کز الست این عشق بی ما و شما مست آمدست","[[ 0.00071623  0.01048756  0.00933857 ...  0.00372649 -0.00015359
   0.00913788]]",غزلیات مولوی,391
320,"گر ندید آن شادجان این گلستان را شاد چیست	گر نه لطف او بود پس عیش را بنیاد چیست
گر خرابات ازل از تاب رویش پر نگشت	پس هزاران صومعه در محو جان آباد چیست
جان ما با عشق او گر نی ز یک جا رسته اند	جان بااقبال ما با عشق او همزاد چیست
گر نه پرتوهای آن رخسار داد حسن داد	پس به دیوان سرای عاشقان بیداد چیست
ساکنان آب و گل گر عشق ما را محرمند	پس درون گنبد دل غلغله و فریاد چیست
گر نه آتش می زند آتش رخی در جان نهان	پس دماغ عاشقان پرآتش و پرباد چیست
گر نه آتش رنگ گشتی جان ها در لامکان	صد هزاران مشعله همچون شب میلاد چیست
گر نه تقصیر است از جان در فدا گشتن در او	لطف نقد اولین و وعده و میعاد چیست
گر نه شمس الدین تبریزی قباد جان ها است	صد هزاران جان قدسی هر دمش منقاد چیست","[[ 4.60398966e-04  8.40417579e-06 -1.07573715e-05 ...  9.20878723e-04
  -5.49301740e-06 -4.95535605e-05]]",غزلیات مولوی,392
321,"جمع باشید ای حریفان زانک وقت خواب نیست	هر حریفی کو بخسبد والله از اصحاب نیست
روی بستان را نبیند راه بستان گم کند	هر که او گردان و نالان شیوه دولاب نیست
ای بجسته کام دل اندر جهان آب و گل	می دوانی سوی آن جو کاندر آن جو آب نیست
ز آسمان دل برآ ماها و شب را روز کن	تا نگوید شب روی کامشب شب مهتاب نیست
بی خبر بادا دل من از مکان و کان او	گر دلم لرزان ز عشقش چون دل سیماب نیست","[[ 1.6896889e-06  2.7661757e-05 -5.7001639e-06 ...  2.3433284e-04
  -1.8969711e-05 -7.7245531e-05]]",غزلیات مولوی,393
322,"چشمه ای خواهم که از وی جمله را افزایش است	دلبری خواهم که از وی مرده را آسایش است
بنده بحر محیطم کز محیطی برتر است	سنگ و گوهر هر دو را از فضل او بخشایش است
باغ و طاووسند هر یک از جمالش بانصیب	زاغ را خالی ندارد گر چه بی آرایش است
صورت ار نقصان پذیرد نیست معنی را کمی	عاشق اندر ذوق باشد گر چه در پالایش است
بنگر اندر جان که هست او از بلندی بی خبر	گر چه اندر قالب او در خانه آلایش است
شمس تبریزی قدومت خانه اقبال را	صحن را افروزش است و بام را اندایش است","[[ 1.0873669e-02 -1.8395127e-05  1.7659703e-03 ...  1.2387280e-02
   1.1126901e-02  3.3926502e-02]]",غزلیات مولوی,394
323,"عشق اندر فضل و علم و دفتر و اوراق نیست	هر چه گفت و گوی خلق آن ره ره عشاق نیست
شاخ عشق اندر ازل دان بیخ عشق اندر ابد	این شجر را تکیه بر عرش و ثری و ساق نیست
عقل را معزول کردیم و هوا را حد زدیم	کاین جلالت لایق این عقل و این اخلاق نیست
تا تو مشتاقی بدان کاین اشتیاق تو بتی است	چون شدی معشوق از آن پس هستیی مشتاق نیست
مرد بحری دایما بر تخته خوف و رجا است	چونک تخته و مرد فانی شد جز استغراق نیست
شمس تبریزی تویی دریا و هم گوهر تویی	زانک بود تو سراسر جز سر خلاق نیست","[[ 1.8533999e-03 -1.6646818e-05  2.9253063e-03 ...  6.8556224e-03
   1.4132194e-02  2.3274649e-02]]",غزلیات مولوی,395
324,"در ره معشوق ما ترسندگان را کار نیست	جمله شاهانند آن جا بندگان را بار نیست
گر تو نازی می کنی یعنی که من فرخنده ام	نزد این اقبال ما فرخندگی جز عار نیست
گر به فقرت ناز باشد ژنده برگیر و برو	نزد این سلطان ما آن جمله جز زنار نیست
گر تو نور حق شدی از شرق تا مغرب برو	زانک ما را زین صفت پروای آن انوار نیست
گر تو سر حق بدانستی برو با سر باش	زانک این اسرار ما را خوی آن اسرار نیست
راست شو در راه ما وین مکر را یک سوی نه	زان که این میدان ما جولانگه مکار نیست
شمس دین و شمس دین آن جان ما اینک بدان	جز به سوی راه تبریز اسب ما رهوار نیست
مست بودم فاش کردم سر خود با یارکان	زانک هشیاری مرا خود مذهب آزار نیست
گر نهی پرگار بر تن تا بدانی حد ما	حد ما خود ای برادر لایق پرگار نیست
خاک پاشی می کنی تو ای صنم در راه ما	خاک پاشی دو عالم پیش ما در کار نیست
صوفیان عشق را خود خانقاهی دیگر است	جان ما را اندر آن جا کاسه و ادرار نیست
در تک دوزخ نشستم ترک کردم بخت را	زانک ما را اشتهای جنت و ابرار نیست","[[ 2.39158806e-04  1.62159176e-05 -6.58284807e-06 ...  1.42158463e-03
  -1.39846825e-05  8.82911263e-05]]",غزلیات مولوی,396
325,"آفتاب امروز بر شکل دگر تابان شدست	در شعاعش همچو ذره جان من رقصان شدست
مشتری در طالع است و ماه و زهره در حضور	یار چوگان زلف مه رو میر این میدان شدست
هر قدح کز می دهد گوید بگیر و هوش دار	هش که دارد عقل دارد عقل خود پنهان شدست
بزم سلطان است این جا هر که سلطانی است نوش	خوان رحمت گسترید و ساقی اخوان شدست
ساقیا پایان رسیدی عشق را از سر بگیر	پا چه باشد سر چه باشد پا و سر یک سر شدست","[[ 1.8801354e-03 -2.0697165e-05  6.2256474e-03 ...  8.4277568e-03
   7.3672732e-04  1.9185316e-02]]",غزلیات مولوی,397
326,"از سقاهم ربهم بین جمله ابرار مست	وز جمال لایزالی هفت و پنج و چار مست
این قیامت بین که گویی آشکارا شد ز غیب	خم و کوزه حوض کوثر از می جبار مست
تن چو سایه بر زمین و جان پاک عاشقان	در بهشت عشق تجری تحتها الانهار مست
چون فزون گردد تجلی از جمال حق ببین	ذره ذره هر دو عالم گشته موسی وار مست
از تقاضاهای مستان وز جواب لن تران	در شفاعت مو به موی احمد مختار مست
او سر است و ما چو دستار اندر او پیچیده ایم	از شراب آن سری گردد سر و دستار مست
یوسف مصری فروکن سر به مصر اندرنگر	شهر پرآشوب بین و جمله بازار مست
گر بگویم ای برادر خیره مانی زین عجب	عرش و کرسی آسمان ها این همه کردار مست
شمس تبریزی برآمد در دلم بزمی نهاد	از شراب عشق گشتست این در و دیوار مست",[[0.00689016 0.00522708 0.01869232 ... 0.02157918 0.00037499 0.01306435]],غزلیات مولوی,398
327,"آخر ای دلبر نه وقت عشرت انگیزی شدست	آخر ای کان شکر وقت شکرریزی شدست
تو چو آب زندگانی ما چو دانه زیر خاک	وقت آن کز لطف خود با ما درآمیزی شدست
گر بپوسم همچو دانه عاقبت نخلی شوم	زانک جمله چیزها چیزی ز بی چیزی شدست
زین سپس با من مکن تیزی تو ای شمشیر حق	زانک از لطف تو ز آتش تندی و تیزی شدست
جان کشیدم پیش عشقش گفت کو چیزی دگر	گفتم آخر جان جان زین سان ز بی چیزی شدست
چون حجاب چشم دل شد چشم صورت لاجرم	شمس تبریزی حجاب شمس تبریزی شدست",[[0.00727934 0.00162191 0.00588885 ... 0.01678318 0.00666426 0.01892406]],غزلیات مولوی,399
328,"اندرآ ای مه که بی تو ماه را استاره نیست	تا خیالت درنیاید پای کوبان چاره نیست
چون خیالت بر که آید چشمه ها گردد روان	خود گرفتم کاین دل ما جز که و جز خاره نیست
آتش از سنگی روان شد آب از سنگی دگر	لعل شد سنگی دگر کز لطف تو آواره نیست
بارها لطف تو را من آزمودم ای لطیف	مرده را تو زنده کردی بارها یک باره نیست
ابر رحمت هر سحر گر می ببارد آن ز تست	وین دل گریان من جز کودک گهواره نیست
همچو کوه طور از غم این دلم صدپاره شد	لیک اندر دست من زان پاره ها یک پاره نیست
آهن برهان موسی بر دل چون سنگ زد	تا جهد استاره ای کز ابر یک استاره نیست",[[0.00855218 0.00916949 0.01210499 ... 0.0093919  0.00350343 0.01673968]],غزلیات مولوی,401
329,"گر تو پنداری به حسن تو نگاری هست نیست	ور تو پنداری مرا بی تو قراری هست نیست
ور تو گویی چرخ می گردد به کار نیک و بد	چرخ را جز خدمت خاک تو کاری هست نیست
سال ها شد که بیرون درت چون حلقه ایم	بر در تو حلقه بودن هیچ عاری هست نیست
بر در اندیشه ترسان گشته ایم از هر خیال	خواجه را این جا خیالی هست آری هست نیست
ای دل جاسوس من در پیش کیکاووس من	جز صلاح الدین ز دل ها هوشیاری هست نیست",[[0.00489443 0.03309783 0.00253348 ... 0.00837888 0.00973369 0.02469001]],غزلیات مولوی,403
330,"هله ای آنک بخوردی سحری باده که نوشت	هله پیش آ که بگویم سخن راز به گوشت
می روح آمد نادر رو از آن هم بچش آخر	که به یک جرعه بپرد همه طراری و هوشت
چو از این هوش برستی به مساقات و به مستی	دهدت صد هش دیگر کرم باده فروشت
چو در اسرار درآیی کندت روح سقایی	به فلک غلغله افتد ز هیاهوی و خروشت
بستان باده دیگر جز از آن احمر و اصفر	کندت خواجه معنی برهاند ز نقوشت
دهد آن کان ملاحت قدحی وقت صباحت	به از آن صد قدح می که بخوردی شب دوشت
تو اگرهای نگویی و اگر هوی نگویی	همه اموات و جمادات بجوشند ز جوشت
چو در آن حلقه بگنجی زبر معدن و گنجی	هوس کسب بیفتد ز دل مکسبه کوشت
تو که از شر اعادی به دو صد چاه فتادی	برهانید به آخر کرم مظلمه پوشت
همه آهنگ لقا کن خمش و صید رها کن	به خموشیت میسر شود این صید وحوشت
تو دهان را چو ببندی خمشی را بپسندی	کشش و جذب ندیمان نگذارند خموشت",[[0.02513873 0.01027234 0.01071922 ... 0.00451046 0.00706755 0.02504435]],غزلیات مولوی,404
331,"چند گویی که چه چاره ست و مرا درمان چیست	چاره جوینده که کرده ست تو را خود آن چیست
چند باشد غم آنت که ز غم جان ببرم	خود نباشد هوس آنک بدانی جان چیست
بوی نانی که رسیده ست بر آن بوی برو	تا همان بوی دهد شرح تو را کاین نان چیست
گر تو عاشق شده ای عشق تو برهان تو بس	ور تو عاشق نشدی پس طلب برهان چیست
این قدر عقل نداری که ببینی آخر	گر نه شاهیست پس این بارگه سلطان چیست
گر نه اندر تتق ازرق زیباروییست	در کف روح چنین مشعله تابان چیست
چونک از دور دلت همچو زنان می لرزد	تو چه دانی که در آن جنگ دل مردان چیست
آتش دیده مردان حجب غیب بسوخت	تو پس پرده نشسته که به غیب ایمان چیست
شمس تبریز اگر نیست مقیم اندر چشم	چشمه شهد از او در بن هر دندان چیست",[[0.00721913 0.01486139 0.02395844 ... 0.0131871  0.00799473 0.0259798 ]],غزلیات مولوی,406
332,"چشم پرنور که مست نظر جانانست	ماه از او چشم گرفتست و فلک لرزانست
خاصه آن لحظه که از حضرت حق نور کشد	سجده گاه ملک و قبله هر انسانست
هر که او سر ننهد بر کف پایش آن دم	بهر ناموس منی آن نفس او شیطانست
و آنک آن لحظه نبیند اثر نور برو	او کم از دیو بود زانک تن بی جانست
دل به جا دار در آن طلعت باهیبت او	گر تو مردی که رخش قبله گه مردانست
دست بردار ز سینه چه نگه می داری	جان در آن لحظه بده شاد که مقصود آنست
جمله را آب درانداز و در آن آتش شو	کآتش چهره او چشمه گه حیوانست
سر برآور ز میان دل شمس تبریز	کو خدیو ابد و خسرو هر فرمانست","[[ 1.8201035e-02 -3.8148206e-05  2.6235546e-03 ...  1.2063324e-02
   3.0702304e-03  2.4770265e-02]]",غزلیات مولوی,407
333,"آن شنیدی که خضر تخته کشتی بشکست	تا که کشتی ز کف ظالم جبار برست
خضر وقت تو عشق است که صوفی ز شکست	صافیست و مثل درد به پستی بنشست
لذت فقر چو باده ست که پستی جوید	که همه عاشق سجده ست و تواضع سرمست
تا بدانی که تکبر همه از بی مزگیست	پس سزای متکبر سر بی ذوق بس است
گریه شمع همه شب نه که از درد سرست	چون ز سر رست همه نور شد از گریه برست
کف هستی ز سر خم مدمغ برود	چون بگیرد قدح باده جان بر کف دست
ماهیا هر چه تو را کام دل از بحر بجو	طمع خام مکن تا نخلد کام ز شست
بحر می غرد و می گوید کای امت آب	راست گویید بر این مایده کس را گله هست
دم به دم بحر دل و امت او در خوش و نوش	در خطابات و مجابات بلی اند و الست
نی در آن بزم کس از درد دلی سر بگرفت	نی در آن باغ و چمن پای کس از خار بخست
هله خامش به خموشیت اسیران برهند	ز خموشانه تو ناطق و خاموش بجست
لب فروبند چو دیدی که لب بسته یار	دست شمشیرزنان را به چه تدبیر ببست","[[ 7.4833923e-04  2.4451117e-05 -2.1551613e-04 ...  3.8029003e-04
  -2.2212198e-05 -3.6262226e-04]]",غزلیات مولوی,408
