,output_text,vector,output_data_source,index
146,"آخر از هجران به وصلش دررسیدستی دلا	صد هزاران سر سر جان شنیدستی دلا
از ورای پرده ها تو گشته ای چون می از او	پرده خوبان مه رو را دریدستی دلا
از قوام قامتش در قامت تو کژ بماند	همچو چنگ از بهر سرو تر خمیدستی دلا
ز آن سوی هست و عدم چون خاص خاص خسروی	همچو ادبیران چه در هستی خزیدستی دلا
باز جانی شسته ای بر ساعد خسرو به ناز	پای بندت با ویست ار چه پریدستی دلا
ور نباشد پای بندت تا نپنداری که تو	از چنان آرام جان ها دررمیدستی دلا
بلک چون ماهی به دریا بلک چون قالب به جان	در هوای عشق آن شه آرمیدستی دلا
چون تو",[[0.01457135 0.0128745  0.003455   ... 0.00708981 0.01054952 0.01931873]],غزلیات مولوی,147
147,"از پی شمس حق و دین دیده گریان ما	از پی آن آفتابست اشک چون باران ما
کشتی آن نوح کی بینیم هنگام وصال	چونک هستی ها نماند از پی طوفان ما
جسم ما پنهان شود در بحر باد اوصاف خویش	رو نماید کشتی آن نوح بس پنهان ما
بحر و هجران رو نهد در وصل و ساحل رو دهد	پس بروید جمله عالم لاله و ریحان ما
هر چه می بارید اکنون دیده گریان ما	سر آن پیدا کند صد گلشن خندان ما
شرق و غرب این زمین از گلستان یک سان شود	خار و خس پیدا نباشد در گل یک سان ما
زیر هر گلبن نشسته ماه رویی زهره رخ	چنگ عشرت می نوازد از پی خاقان ما
هر زمان ش","[[ 1.7528344e-03  2.1729260e-03  8.8593485e-03 ... -8.4655308e-05
   4.1709797e-04  3.0000422e-02]]",غزلیات مولوی,148
148,"خدمت شمس حق و دین یادگارت ساقیا	باده گردان چیست آخر داردارت ساقیا
ساقی گلرخ ز می این عقل ما را خار نه	تا بگردد جمله گل این خارخارت ساقیا
جام چون طاووس پران کن به گرد باغ بزم	تا چو طاووسی شود این زهر و مارت ساقیا
کار را بگذار می را بار کن بر اسب جام	تا ز کیوان بگذرد این کار و بارت ساقیا
تا تو باشی در عزیزی ها به بند خود دری	می کند ای سخت جان خاکی خوارت ساقیا
چشمه رواق می را نحل بگشا سوی عیش	تا ز چشمه می شود هر چشم و چارت ساقیا
عقل نامحرم برون ران تو ز خلوت زان شراب	تا نماید آن صنم رخسار نارت ساقی","[[ 0.0026945   0.0003379   0.00395532 ...  0.01427837 -0.00022324
   0.0249748 ]]",غزلیات مولوی,149
149,"درد شمس الدین بود سرمایه درمان ما	بی سر و سامان عشقش بود سامان ما
آن خیال جان فزای بخت ساز بی نظیر	هم امیر مجلس و هم ساقی گردان ما
در رخ جان بخش او بخشیدن جان هر زمان	گشته در مستی جان هم سهل و هم آسان ما
صد هزاران همچو ما در حسن او حیران شود	کاندر آن جا گم شود جان و دل حیران ما
خوش خوش اندر بحر بی پایان او غوطی خورد	تا ابدهای ابد خود این سر و پایان ما
شکر ایزد را که جمله چشمه حیوان ها	تیره باشد پیش لطف چشمه حیوان ما
شرم آرد جان و دل تا سجده آرد هوشیار	پیش چشم مست مخمور خوش جانان ما
دیو گیرد عشق ","[[ 2.5618321e-03 -3.4787994e-05  4.9173897e-03 ...  1.3842602e-02
   1.3078351e-02  1.9379765e-02]]",غزلیات مولوی,150
150,"سر برون کن از دریچه جان ببین عشاق را	از صبوحی های شاه آگاه کن فساق را
از عنایت های آن شاه حیات انگیز ما	جان نو ده مر جهاد و طاعت و انفاق ما
چون عنایت های ابراهیم باشد دستگیر	سر بریدن کی زیان دارد دلا اسحاق را
طاق و ایوانی بدیدم شاه ما در وی چو ماه	نقش ها می رست و می شد در نهان آن طاق را
غلبه جان ها در آن جا پشت پا بر پشت پا	رنگ رخ ها بی زبان می گفت آن اذواق را
سرد گشتی باز ذوق مستی و نقل و سماع	چون بدیدندی به ناگه ماه خوب اخلاق را
چون بدید آن شاه ما بر در نشسته بندگان	وان در از شکلی که نومیدی ده",[[0.00420612 0.00125438 0.00506483 ... 0.0508016  0.0057208  0.02518555]],غزلیات مولوی,151
151,"دوش آن جانان ما افتان و خیزان یک قبا	مست آمد با یکی جامی پر از صرف صفا
جام می می ریخت ره ره زانک مست مست بود	خاک ره می گشت مست و پیش او می کوفت پا
صد هزاران یوسف از حسنش چو من حیران شده	ناله می کردند کی پیدای پنهان تا کجا
جان به پیشش در سجود از خاک ره بد بیشتر	عقل دیوانه شده نعره زنان که مرحبا
جیب ها بشکافته آن خویشتن داران ز عشق	دل سبک مانند کاه و روی ها چون کهربا
عالمی کرده خرابه از برای یک کرشم	وز خمار چشم نرگس عالمی دیگر هبا
هوشیاران سر فکنده جمله خود از بیم و ترس	پیش او صف ها کشیده بی دعا و","[[ 9.0327356e-03 -2.3444965e-05  3.5639550e-03 ...  2.8295945e-02
   1.1544230e-02  1.9755321e-02]]",غزلیات مولوی,152
152,"شمع دیدم گرد او پروانه ها چون جمع ها	شمع کی دیدم که گردد گرد نورش شمع ها
شمع را چون برفروزی اشک ریزد بر رخان	او چو بفروزد رخ عاشق بریزد دمع ها
چون شکر گفتار آغازد ببینی ذره ها	از برای استماعش واگشاده سمع ها
ناامیدانی که از ایام ها بفسرده اند	گرمی جانش برانگیزد ز جانشان طمع ها
گر نه لطف او بدی بودی ز جان های غیور	مر مرا از ذکر نام شکرینش منع ها
شمس دین صدر خداوند خداوندان به حق	کز جمال جان او بازیب و فر شد صنع ها
چون بر آن آمد که مر جسمانیان را رو دهد	جان صدیقان گریبان را درید از شنع ها
تخم امیدی","[[ 3.8145904e-03 -3.9695162e-05  9.0387287e-03 ...  1.6316408e-02
   7.9834340e-03  1.2464426e-02]]",غزلیات مولوی,153
153,"دیده حاصل کن دلا آنگه ببین تبریز را	بی بصیرت کی توان دیدن چنین تبریز را
هر چه بر افلاک روحانیست از بهر شرف	می نهد بر خاک پنهانی جبین تبریز را
پا نهادی بر فلک از کبر و نخوت بی درنگ	گر به چشم سر بدیدستی زمین تبریز را
روح حیوانی تو را و عقل شب کوری دگر	با همین دیده دلا بینی همین تبریز را
تو اگر اوصاف خواهی هست فردوس برین	از صفا و نور سر بنده کمین تبریز را
نفس تو عجل سمین و تو مثال سامری	چون شناسد دیده عجل سمین تبریز را
همچو دریاییست تبریز از جواهر و ز درر	چشم درناید دو صد در ثمین تبریز را
گر بدان ا",[[0.0115685  0.00643197 0.00257238 ... 0.01211493 0.01105585 0.02836884]],غزلیات مولوی,154
154,"از فراق شمس دین افتاده ام در تنگنا	او مسیح روزگار و درد چشمم بی دوا
گر چه درد عشق او خود راحت جان منست	خون جانم گر بریزد او بود صد خونبها
عقل آواره شده دوش آمد و حلقه بزد	من بگفتم کیست بر در باز کن در اندرآ
گفت آخر چون درآید خانه تا سر آتشست	می بسوزد هر دو عالم را ز آتش های لا
گفتمش تو غم مخور پا اندرون نه مردوار	تا کند پاکت ز هستی هست گردی ز اجتبا
عاقبت بینی مکن تا عاقبت بینی شوی	تا چو شیر حق باشی در شجاعت لافتی
تا ببینی هستیت چون از عدم سر برزند	روح مطلق کامکار و شهسوار هل اتی
جمله عشق و جمله ",[[0.00551195 0.00745997 0.00537356 ... 0.0151079  0.00728928 0.01763715]],غزلیات مولوی,155
155,"ای هوس های دلم بیا بیا بیا بیا	ای مراد و حاصلم بیا بیا بیا بیا
مشکل و شوریده ام چون زلف تو چون زلف تو	ای گشاد مشکلم بیا بیا بیا بیا
از ره منزل مگو دیگر مگو دیگر مگو	ای تو راه و منزلم بیا بیا بیا بیا
درربودی از زمین یک مشت گل یک مشت گل	در میان آن گلم بیا بیا بیا بیا
تا ز نیکی وز بدی من واقفم من واقفم	از جمالت غافلم بیا بیا بیا بیا
تا نسوزد عقل من در عشق تو در عشق تو	غافلم نی عاقلم باری بیا رویی نما
شه صلاح الدین که تو هم حاضری هم غایبی	ای عجوبه و اصلم بیا بیا بیا بیا",[[0.00953561 0.02004249 0.0101843  ... 0.0005556  0.01065138 0.02136531]],غزلیات مولوی,156
156,"ای هوس های دلم باری بیا رویی نما	ای مراد و حاصلم باری بیا رویی نما
مشکل و شوریده ام چون زلف تو چون زلف تو	ای گشاد مشکلم باری بیا رویی نما
از ره و منزل مگو دیگر مگو دیگر مگو	ای تو راه و منزلم باری بیا رویی نما
درربودی از زمین یک مشت گل یک مشت گل	در میان آن گلم باری بیا رویی نما
تا ز نیکی وز بدی من واقفم من واقفم	از جمالت غافلم باری بیا رویی نما
تا نسوزد عقل من در عشق تو در عشق تو	غافلم نی عاقلم باری بیا رویی نما
شه صلاح الدین که تو هم حاضری هم غایبی	ای عجوبه واصلم باری بیا رویی نما",[[0.00137281 0.01060813 0.01016342 ... 0.00193971 0.00433552 0.01942204]],غزلیات مولوی,157
157,"امتزاج روح ها در وقت صلح و جنگ ها	با کسی باید که روحش هست صافی صفا
چون تغییر هست در جان وقت جنگ و آشتی	آن نه یک روحست تنها بلک گشتستند جدا
چون بخواهد دل سلام آن یکی همچون عروس	مر زفاف صحبت داماد دشمن روی را

باز چون میلی بود سویی بدان ماند که او	میل دارد سوی داماد لطیف دلربا
از نظرها امتزاج و از سخن ها امتزاج	وز حکایت امتزاج و از فکر آمیزها
همچنانک امتزاج ظاهرست اندر رکوع	وز تصافح وز عناق و قبله و مدح و دعا
بر تفاوت این تمازج ها ز میل و نیم میل	وز سر کره و کراهت وز پی ترس و حیا
آن رکوع باتانی وا",[[0.02087282 0.00092399 0.00441405 ... 0.02094024 0.01266421 0.02241993]],غزلیات مولوی,158
158,"ای ز مقدارت هزاران فخر بی مقدار را	داد گلزار جمالت جان شیرین خار را
ای ملوکان جهان روح بر درگاه تو	در سجودافتادگان و منتظر مر بار را
عقل از عقلی رود هم روح روحی گم کند	چونک طنبوری ز عشقت برنوازد تار را
گر ز آب لطف تو نم یافتی گلزارها	کس ندیدی خالی از گل سال ها گلزار را
محو می گردد دلم در پرتو دلدار من	می نتانم فرق کردن از دلم دلدار را
دایما فخرست جان را از هوای او چنان	کو ز مستی می نداند فخر را و عار را
هست غاری جان رهبانان عشقت معتکف	کرده رهبان مبارک پر ز نور این غار را
گر شود عالم چو قیر از غص","[[ 0.00541909  0.00368739  0.0025852  ... -0.00014105  0.00403752
   0.01551596]]",غزلیات مولوی,159
159,"مفروشید کمان و زره و تیغ زنان را	که سزا نیست سلح ها بجز از تیغ زنان را
چه کند بنده صورت کمر عشق خدا را	چه کند عورت مسکین سپر و گرز و سنان را
چو میان نیست کمر را به کجا بندد آخر	که وی از سنگ کشیدن بشکستست میان را
زر و سیم و در و گوهر نه که سنگیست مزور	ز پی سنگ کشیدن چو خری ساخته جان را
منشین با دو سه ابله که بمانی ز چنین ره	تو ز مردان خدا جو صفت جان و جهان را
سوی آن چشم نظر کن که بود مست تجلی	که در آن چشم بیابی گهر عین و عیان را
تو در آن سایه بنه سر که شجر را کند اخضر	که بدان جاست مجاری همگی امن ","[[ 0.00066069  0.00014094 -0.00019877 ...  0.00109479 -0.00011356
   0.00055535]]",غزلیات مولوی,160
160,"چو فرستاد عنایت به زمین مشعله ها را	که بدر پرده تن را و ببین مشعله ها را
تو چرا منکر نوری مگر از اصل تو کوری	وگر از اصل تو دوری چه از این مشعله ها را
خردا چند به هوشی خردا چند بپوشی	تو عزبخانه مه را تو چنین مشعله ها را
بنگر رزم جهان را بنگر لشکر جان را	که به مردی بگشادند کمین مشعله ها را
تو اگر خواب درآیی ور از این باب درآیی	تو بدانی و ببینی به یقین مشعله ها را
تو صلاح دل و دین را چو بدان چشم ببینی	به خدا روح امینی و امین مشعله ها را","[[ 1.1173155e-02 -1.2549333e-05  3.1471750e-04 ...  6.7816949e-03
   1.3777971e-02  1.8015785e-02]]",غزلیات مولوی,161
161,"تو مرا جان و جهانی، چه کنم جان و جهان را ؟	تو مرا گنج روانی، چه کنم سود و زیان را ؟
نفسی یار شرابم، نفسی یار کبابم	چو در این دور خرابم، چه کنم دور زمان را ؟
ز همه خلق رمیدم، ز همه باز رهیدم	نه نهانم نه پدیدم، چه کنم کون و مکان را ؟
ز وصال تو خمارم، سر مخلوق ندارم	چو تو را صید و شکارم، چه کنم تیر و کمان را ؟
چو من اندر تک جویم، چه روم؟ آب چه جویم؟	چه توان گفت؟ چه گویم؟ صفت این جوی روان را
چو نهادم سر هستی، چه کشم بار کهی را ؟	چو مرا گرگ شبان شد، چه کشم ناز شبان را ؟
چه خوشی عشق چه مستی؟ چو قدح بر","[[-9.9207704e-05  3.7176083e-03 -1.4236498e-03 ...  2.9140331e-03
   4.6967450e-03  1.6246120e-02]]",غزلیات مولوی,162
162,"بروید ای حریفان، بکشید یار ما را	به من آورید آخر، صنم گریزپا را
به ترانه های شیرین، به بهانه های زرین	بکشید سوی خانه، مه خوب خوش لقا را
اگر او به وعده گوید که: دمی دگر بیایم	همه وعده مکر باشد، بفریبد او شما را
دم سخت گرم دارد که به جادوئی و افسون	بزند کره بر آب او و، ببندد او هوا را
به مبارکی و شادی چو نگار من درآید	بنشین نظاره میکن تو عجایب خدا را
چو جمال او بتابد، چه بود جمال خوبان ؟	که رخ چو آفتابش، بکشد چراغ ها را
برو ای دل سبک رو، به یمن به دلبر من	برسان سلام و خدمت، تو عقیق بی بها را","[[ 1.9574477e-04  2.4425287e-06 -3.5875039e-06 ...  3.1729907e-04
  -2.6354623e-05 -9.7207834e-05]]",غزلیات مولوی,163
163,"چو مرا به سوی زندان بکشید تن ز بالا	ز مقربان حضرت بشدم غریب و تنها
به میان حبس ناگه قمری مرا قرین شد	که فکند در دماغم هوسش هزار سودا
همه کس خلاص جوید، ز بلا و حبس، من نی	چه روم چه روی آرم؟ به برون و، یار اینجا
که به غیر کنج زندان نرسم به خلوت او	که نشد به غیر آتش دل انگبین مصفا
نظری به سوی خویشان، نظری برو پریشان	نظری بدان تمنا، نظری بدین تماشا
چو بود حریف یوسف نرمد کسی چو دارد	به میان حبس بُستان و که خاصه یوسف ما
بدود به چشم و دیده سوی حبس هر کی او را	ز چنین شکرستانی برسد چنین تقاضا
من از اخترا","[[ 3.9522658e-04  1.1932743e-05 -4.5246627e-05 ...  9.2539861e-04
  -4.0923966e-05 -4.4438412e-04]]",غزلیات مولوی,164
164,"اگر آن میی که خوردی به سحر نبود گیرا	بستان ز من شرابی که قیامتست حقا
چه تفرج و تماشا که رسد ز جام اول	دومش نعوذبالله چه کنم صفت سوم را
غم و مصلحت نماند همه را فرود راند	پس از آن خدای داند که کجا کشد تماشا
تو اسیر بو و رنگی به مثال نقش سنگی	بجهی چو آب چشمه ز درون سنگ خارا
بده آن می رواقی هله ای کریم ساقی	چو چنان شوم بگویم سخن تو بی محابا
قدحی گران به من ده به غلام خویشتن ده	بنگر که از خمارت نگران شدم به بالا
نگران شدم بدان سو که تو کرده ای مرا خو	که روانه باد آن جو که روانه شد ز دریا",[[0.00793194 0.04424386 0.01071937 ... 0.00785926 0.01176106 0.03722823]],غزلیات مولوی,165
165,"چمنی که تا قیامت گل او به بار بادا	صنمی که بر جمالش دو جهان نثار بادا
ز بگاه میر خوبان به شکار می خرامد	که به تیر غمزه او دل ما شکار بادا
به دو چشم من ز چشمش چه پیام هاست هر دم	که دو چشم از پیامش خوش و پرخمار بادا
در زاهدی شکستم به دعا نمود نفرین	که برو که روزگارت همه بی قرار بادا
نه قرار ماند و نی دل به دعای او ز یاری	که به خون ماست تشنه که خداش یار بادا
تن ما به ماه ماند که ز عشق می گدازد	دل ما چو چنگ زهره که گسسته تار بادا
به گداز ماه منگر به گسستگی زهره	تو حلاوت غمش بین که یکش هزار بادا
چه ع",[[0.00205503 0.00903053 0.00031433 ... 0.00936831 0.00811834 0.01508398]],غزلیات مولوی,166
166,"کی بپرسد جز تو خسته و رنجور تو را	ای مسیح از پی پرسیدن رنجور بیا
دست خود بر سر رنجور بنه که چونی	از گناهش بمیندیش و به کین دست مخا
آنک خورشید بلا بر سر او تیغ زدست	گستران بر سر او سایه احسان و رضا
این مقصر به دو صد رنج سزاوار شدست	لیک زان لطف بجز عفو و کرم نیست سزا
آن دلی را که به صد شیر و شکر پروردی	مچشانش پس از آن هر نفسی زهر جفا
تا تو برداشته ای دل ز من و مسکن من	بند بشکست و درآمد سوی من سیل بلا
تو شفایی چو بیایی خوش و رو بنمایی	سپه رنج گریزند و نمایند قفا
به طبیبش چه حواله کنی ای آب حیات	از ",[[0.02444161 0.00405837 0.00765571 ... 0.01778588 0.01235794 0.03211525]],غزلیات مولوی,167
167,"ای بروییده به ناخواست به مانند گیا	چون تو را نیست نمک خواه برو خواه بیا
هر که را نیست نمک گر چه نماید خدمت	خدمت او به حقیقت همه زرقست و ریا
برو ای غصه دمی زحمت خود کوته کن	باده عشق بیا زود که جانت بزیا",[[0.00953661 0.00284536 0.00209986 ... 0.00502314 0.01267943 0.02064781]],غزلیات مولوی,168
168,"رو ترش کن که همه روترشانند این جا	کور شو تا نخوری از کف هر کور عصا
لنگ رو چونک در این کوی همه لنگانند	لته بر پای بپیچ و کژ و مژ کن سر و پا
زعفران بر رخ خود مال اگر مه رویی	روی خوب ار بنمایی بخوری زخم قفا
آینه زیر بغل زن چو ببینی زشتی	ور نه بدنام کنی آینه را ای مولا
تا که هشیاری و با خویش مدارا می کن	چونک سرمست شدی هر چه که بادا بادا
ساغری چند بخور از کف ساقی وصال	چونک بر کار شدی برجه و در رقص درآ
گرد آن نقطه چو پرگار همی زن چرخی	این چنین چرخ فریضه ست چنین دایره را
بازگو آنچ بگفتی که فراموشم شد	س",[[0.00744119 0.00652085 0.00872904 ... 0.00225589 0.0023349  0.02821657]],غزلیات مولوی,169
169,"تا به شب ای عارف شیرین نوا	آن مایی آن مایی آن ما
تا به شب امروز ما را عشرتست	الصلا ای پاکبازان الصلا
درخرام ای جان جان هر سماع	مه لقایی مه لقایی مه لقا
در میان شکران گل ریز کن	مرحبا ای کان شکر مرحبا
عمر را نبود وفا الا تو عمر	باوفایی باوفایی باوفا
بس غریبی بس غریبی بس غریب	از کجایی از کجایی از کجا
با که می باشی و همراز تو کیست	با خدایی با خدایی با خدا
ای گزیده نقش از نقاش خود	کی جدایی کی جدایی کی جدا
با همه بیگانه ای و با غمش	آشنایی آشنایی آشنایی آشنا
جزو جزو تو فکنده در فلک	ربنا و ربنا و ربنا
د","[[ 9.0303033e-04  8.5181535e-05 -1.4862620e-05 ...  7.9266127e-04
  -5.7525044e-06 -5.9381637e-05]]",غزلیات مولوی,170
170,"چون نمایی آن رخ گلرنگ را	از طرب در چرخ آری سنگ را
بار دیگر سر برون کن از حجاب	از برای عاشقان دنگ را
تا که دانش گم کند مر راه را	تا که عاقل بشکند فرهنگ را
تا که آب از عکس تو گوهر شود	تا که آتش واهلد مر جنگ را
من نخواهم ماه را با حسن تو	وان دو سه قندیلک آونگ را
من نگویم آینه با روی تو	آسمان کهنه پرزنگ را
دردمیدی و آفریدی باز تو	شکل دیگر این جهان تنگ را
در هوای چشم چون مریخ او	ساز ده ای زهره باز آن چنگ را","[[ 0.01397236  0.0429655  -0.0004568  ...  0.00758991 -0.00019829
   0.00878379]]",غزلیات مولوی,171
171,"در میان عاشقان عاقل مبا	خاصه اندر عشق این لعلین قبا
دور بادا عاقلان از عاشقان	دور بادا بوی گلخن از صبا
گر درآید عاقلی گو راه نیست	ور درآید عاشقی صد مرحبا
مجلس ایثار و عقل سخت گیر	صرفه اندر عاشقی باشد وبا
ننگ آید عشق را از نور عقل	بد بود پیری در ایام صبا
خانه بازآ عاشقا تو زوترک	عمر خود بی عاشقی باشد هبا
جان نگیرد شمس تبریزی به دست	دست بر دل نه برون رو قالبا",[[0.02541656 0.01241545 0.00669686 ... 0.00046761 0.00724391 0.0211669 ]],غزلیات مولوی,172
172,"از یکی آتش برآوردم تو را	در دگر آتش بگستردم تو را
از دل من زاده ای همچون سخن	چون سخن آخر فروخوردم تو را
با منی وز من نمی داری خبر	جادوم من جادوی کردم تو را
تا نیفتد بر جمالت چشم بد	گوش مالیدم بیازردم تو را
دایم اقبالت جوان شد ز آنچ داد	این کف دست جوامردم تو را",[[0.01329381 0.00408318 0.00186628 ... 0.00662662 0.0036941  0.02921162]],غزلیات مولوی,173
173,"ز آتش شهوت برآوردم تو را	و اندر آتش بازگستردم تو را
از دل من زاده ای همچون سخن	چون سخن من هم فروخوردم تو را
با منی وز من نمی دانی خبر	چشم بستم جادوی کردم تو را
تا نیازارد تو را هر چشم بد	از برای آن بیازردم تو را
رو جوامردی کن و رحمت فشان	من به رحمت بس جوامردم تو را","[[-3.4866112e-04 -5.2102678e-08 -9.9761951e-07 ...  5.5357604e-04
  -1.0419036e-04 -2.4354480e-04]]",غزلیات مولوی,174
174,"از ورای سر دل بین شیوه ها	شکل مجنون عاشقان زین شیوه ها
عاشقان را دین و کیش دیگرست	اصل و فرع و سر آن دین شیوه ها
دل سخن چینست از چین ضمیر	وحی جویان اندر آن چین شیوه ها
جان شده بی عقل و دین از بس که دید	زان پری تازه آیین شیوه ها
از دغا و مکر گوناگون او	شیوه ها گم کرده مسکین شیوه ها
پرده دار روح ما را قصه کرد	زان صنم بی کبر و بی کین شیوه ها
شیوه ها از جسم باشد یا ز جان	این عجب بی آن و بی این شیوه ها
مرد خودبین غرقه شیوه خودست	خود نبیند جان خودبین شیوه ها
شمس تبریزی جوانم کرد باز	تا ببینم بعد ستین ش",[[0.00680397 0.00245278 0.00347983 ... 0.00927646 0.00034393 0.04022719]],غزلیات مولوی,175
175,"روح زیتونیست عاشق نار را	نار می جوید چو عاشق یار را
روح زیتونی بیفزا ای چراغ	ای معطل کرده دست افزار را
جان شهوانی که از شهوت زهد	دل ندارد دیدن دلدار را
پس به علت دوست دارد دوست را	بر امید خلد و خوف نار را
چون شکستی جان ناری را ببین	در پی او جان پرانوار را
گر نبودی جان اخوان پس جهود	کی جدا کردی دو نیکوکار را
جان شهوت جان اخوان دان از آنک	نار بیند نور موسی وار را
جان شهوانی ست از بی حکمتی	یاوه کرده نطق طوطی وار را
گشت بیمار و زبان تو گرفت	روی سوی قبله کن بیمار را
قبله شمس الدین تبریزی بود	نور دیده","[[ 0.00024133  0.00313799 -0.00088508 ...  0.00747199  0.00374353
   0.01990406]]",غزلیات مولوی,176
176,"ای بگفته در دلم اسرارها	وی برای بنده پخته کارها
ای خیالت غمگسار سینه ها	ای جمالت رونق گلزارها
ای عطای دست شادی بخش تو	دست این مسکین گرفته بارها
ای کف چون بحر گوهرداد تو	از کف پایم بکنده خارها
ای ببخشیده بسی سرها عوض	چون دهند از بهر تو دستارها
خود چه باشد هر دو عالم پیش تو	دانه افتاده از انبارها
آفتاب فضل عالم پرورت	کرده بر هر ذره ای ایثارها
چاره ای نبود جز از بیچارگی	گر چه حیله می کنیم و چاره ها
نورهای شمس تبریزی چو تافت	ایمنیم از دوزخ و از نارها","[[ 0.00127721  0.00201203 -0.00025401 ...  0.00098456 -0.00016869
   0.00851217]]",غزلیات مولوی,177
177,"می شدی غافل ز اسرار قضا	زخم خوردی از سلحدار قضا
این چه کار افتاد آخر ناگهان	این چنین باشد چنین کار قضا
هیچ گل دیدی که خندد در جهان	کو نشد گرینده از خار قضا
هیچ بختی در جهان رونق گرفت	کو نشد محبوس و بیمار قضا
هیچ کس دزدیده روی عیش دید	کو نشد آونگ بر دار قضا
هیچ کس را مکر و فن سودی نکرد	پیش بازی های مکار قضا
این قضا را دوستان خدمت کنند	جان کنند از صدق ایثار قضا
گر چه صورت مرد جان باقی بماند	در عنایت های بسیار قضا
جوز بشکست و بمانده مغز روح	رفت در حلوا ز انبار قضا
آنک سوی نار شد بی مغز بود	مغز او پ",[[0.0140684  0.01098116 0.00511637 ... 0.01954288 0.01412598 0.02054357]],غزلیات مولوی,178
178,"گر تو عودی سوی این مجمر بیا	ور برانندت ز بام از در بیا
یوسفی از چاه و زندان چاره نیست	سوی زهر قهر چون شکر بیا
گفتنت الله اکبر رسمی است	گر تو آن اکبری اکبر بیا
چون می احمر سگان هم می خورند	گر تو شیری چون می احمر بیا
زر چه جویی مس خود را زر بساز	گر نباشد زر تو سیمین بر بیا
اغنیا خشک و فقیران چشم تر	عاشقا بی شکل خشک و تر بیا
گر صفت های ملک را محرمی	چون ملک بی ماده و بی نر بیا
ور صفات دل گرفتی در سفر	همچو دل بی پا بیا بی سر بیا
چون لب لعلش صلایی می دهد	گر نه ای چون خاره و مرمر بیا
چون ز شمس الدین جه",[[0.00996959 0.02599038 0.01751655 ... 0.02271617 0.00420967 0.02407902]],غزلیات مولوی,179
179,"ای تو آب زندگانی فاسقنا	ای تو دریای معانی فاسقنا
ما سبوهای طلب آورده ایم	سوی تو ای خضر ثانی فاسقنا
ماهیان جان ما زنهارخواه	از تو ای دریای جانی فاسقنا
از ره هجر آمده و آورده ما	عجز خود را ارمغانی فاسقنا
داستان خسروان بشنیده ایم	تو فزون از داستانی فاسقنا
در گمان و وسوسه افتاده عقل	زانک تو فوق گمانی فاسقنا
نیم عاقل چه زند با عشق تو	تو جنون عاقلانی فاسقنا
کعبه عالم ز تو تبریز شد	شمس حق رکن یمانی فاسقنا","[[ 4.3930611e-04  2.8744413e-04 -1.3764991e-04 ...  1.0225491e-03
  -9.3435061e-05 -3.0586263e-04]]",غزلیات مولوی,180
180,"دل چو دانه ما مثال آسیا	آسیا کی داند این گردش چرا
تن چو سنگ و آب او اندیشه ها	سنگ گوید آب داند ماجرا
آب گوید آسیابان را بپرس	کو فکند اندر نشیب این آب را
آسیابان گویدت کای نان خوار	گر نگردد این که باشد نانبا
ماجرا بسیار خواهد شد خمش	از خدا واپرس تا گوید تو را","[[ 1.8500195e-05 -4.2023732e-08 -2.0021848e-06 ...  8.8737236e-04
  -2.0972459e-05 -1.6088012e-04]]",غزلیات مولوی,181
181,"در میان عاشقان عاقل مبا	خاصه در عشق چنین شیرین لقا
دور بادا عاقلان از عاشقان	دور بادا بوی گلخن از صبا
گر درآید عاقلی گو راه نیست	ور درآید عاشقی صد مرحبا
عقل تا تدبیر و اندیشه کند	رفته باشد عشق تا هفتم سما
عقل تا جوید شتر از بهر حج	رفته باشد عشق بر کوه صفا
عشق آمد این دهانم را گرفت	که گذر از شعر و بر شعرا برآ","[[ 0.02321375  0.01314561  0.00400492 ... -0.00033422  0.01199151
   0.02968922]]",غزلیات مولوی,182
182,"ای دل رفته ز جا بازمیا	به فنا ساز و در این ساز میا
روح را عالم ارواح به است	قالب از روح بپرداز میا
اندر آبی که بدو زنده شد آب	خویش را آب درانداز میا
آخر عشق به از اول اوست	تو ز آخر سوی آغاز میا
تا فسرده نشوی همچو جماد	هم در آن آتش بگداز میا
بشنو آواز روان ها ز عدم	چو عدم هیچ به آواز میا
راز کآواز دهد راز نماند	مده آواز تو ای راز میا","[[ 6.0015786e-03 -7.7495999e-05  2.3124337e-03 ... -4.4531265e-04
   1.9712860e-03  2.9207157e-02]]",غزلیات مولوی,183
183,"من رسیدم به لب جوی وفا	دیدم آن جا صنمی روح فزا
سپه او همه خورشیدپرست	همچو خورشید همه بی سر و پا
بشنو از آیت قرآن مجید	گر تو باور نکنی قول مرا
قد وجدت امراه تملکهم	اوتیت من کل شی ء و لها
چونک خورشید نمودی رخ خود	سجده دادیش چو سایه همه را
من چو هدهد بپریدم به هوا	تا رسیدم به در شهر سبا",[[0.01453936 0.00357628 0.00618314 ... 0.01814502 0.00274633 0.02592418]],غزلیات مولوی,184
