,Unnamed: 0,input_id,output_id,input_text,output_text,chapter,tag
66,195,22,2515,میزان موفقیت به اندازه میزان رنج و تلاش است,روز طرب است و سال شادی کامروز به کوی ما فتادی تاریکی غم تمام برخاست چون شمع در این میان نهادی اندیشه و غم چه پای دارد با آن قدح وفا که دادی ای باده تو از کدام مشکی وی مه به کدام ماه زادی مستی و خوشی و شادکامی سلطان دلی و کیقبادی و آن عقل که کدخدای غم بود از ما ستدی به اوستادی شاباش که پای غم ببستی صد گونه در طرب گشادی,2744,0
67,202,26,2697,انسان نباید فخر فروشی داشته باشد.,جان خاک آن مهی که خداش است مشتری آن کس ملک ندید و نه انسان و نی پری چون از خودی برون شد او آدمی نماند او راست چشم روشن و گوش پیمبری تا آدمی است آدمی و تا ملک ملک بسته ست چشم هر دو از آن جان و دلبری عالم به حکم او است مر او را چه فخر از این چون آن او است خالق عالم به یک سوی بحری که کمترین شبه را گوهری کند حاشا از او که لاف برآرد ز گوهری آن ذره است لایق رقص چنان شعاع کو گشت از هزار چو خورشید و مه بری آن ذره ای که گر قدمش بوسد آفتاب خود ننگرد به تابش او جز که سرسری بنما مها به کوری خورشید تابشی تا زین سپس زنخ نزند از منوری درتاب شاه و مفخر تبریز شمس دین تا هر دو کون پر شود از نور داوری,2990,1
68,203,26,1021,انسان نباید فخر فروشی داشته باشد.,آن کس که به بندگیت آید با او تو چنین کنی نشاید ای روی تو خوب و خوی تو خوش چون تو گهری فلک نزاید روی تو و خوی تو لطیفست سر دل تو لطیف باید آن شخص که مردنیست فردا امروز چرا جفا نماید چیزی که به خود نمی پسندد آن بر دگری چه آزماید از خشم مخای هیچ کس را تا خشم خدا تو را نخاید برخیز ز قصد خون خلقان تا بر سر تو فرونیاید آن گاه قضا ز تو بگردد کان وسوسه در دلت نیاید ای گفته که مردم این چه مردیست کابلیس تو را چنین بگاید,717,0
69,206,28,1675,باید شکرگزار باشیم,ما آب دریم ما چه دانیم چه شور و شریم ما چه دانیم هر دم ز شراب بی نشانی خود مستتریم ما چه دانیم تا گوهر حسن تو بدیدیم رخ همچو زریم ما چه دانیم تا عشق تو پای ما گرفته ست بی پا و سریم ما چه دانیم خشک و تر ما همه تویی تو خوش خشک و تریم ما چه دانیم سرحلقه زلف تو گرفتیم خوش می شمریم ما چه دانیم گر زیر و زبر شود دو عالم زیر و زبریم ما چه دانیم گر سبزه و باغ خشک گردد ما از تو چریم ما چه دانیم گلزار اگر همه بریزد گل از تو بریم ما چه دانیم گر چرخ هزار مه نماید در تو نگریم ما چه دانیم گر زانک شکر جهان بگیرد ما باده خوریم ما چه دانیم شمس تبریز ز آفتابت همچون قمریم ما چه دانیم,1579,0
70,213,31,1632,باید خطاهای دیگران را ببخشیم,بیا ما چند کس با هم بسازیم چو شادی کم شود با غم بسازیم بیا تا با خدا خلوت گزینیم چو عیسی با چنین مریم بسازیم گر از فرزند آدم کس نماند چه غم داریم با آدم بسازیم ور آدم نیز از ما گوشه گیرد به جان تو که بی او هم بسازیم یکی جانی است ما را شادی انگیز که گر ویران شود عالم بسازیم اگر دریا شود آتش بنوشیم وگر زخمی رسد مرهم بسازیم به پیش کعبه رویش بمیریم بدان چاه و بدان زمزم بسازیم,1534,0
71,214,32,1281,باید کم گویی کرد,گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,1059,0
72,223,36,1415,باید اهل یاری کردن یکدیگر بود,ای سنایی گر نیابی یار یار خویش باش در جهان هر مرد و کاری مرد کار خویش باش هر یکی زین کاروان مر رخت خود را رهزنند خویشتن را پس نشان و پیش بار خویش باش حس فانی می دهند و عشق فانی می خرند زین دو جوی خشک بگذر جویبار خویش باش می کشندت دست دست این دوستان تا نیستی دست دزد از دستشان و دستیار خویش باش این نگاران نقش پرده آن نگاران دلند پرده را بردار و دررو با نگار خویش باش با نگار خویش باش و خوب خوب اندیش باش از دو عالم بیش باش و در دیار خویش باش رو مکن مستی از آن خمری کز او زاید غرور غره آن روی بین و هوشیار خویش باش,1244,-1
73,224,37,1650,باید در هنگام پیمان بستن دقت کنیم,ما صحبت همدگر گزینیم بر دامن همدگر نشینیم یاران همه پیشتر نشینید تا چهره همدگر ببینیم ما را ز درون موافقت هاست تا ظن نبری که ما همینیم این دم که نشسته ایم با هم می بر کف و گل در آستینیم از عین به غیب راه داریم زیرا همراه پیک دینیم از خانه به باغ راه داریم همسایه سرو و یاسمینیم هر روز به باغ اندرآییم گل های شکفته صد ببینیم وز بهر نثار عاشقان را دامن دامن ز گل بچینیم از باغ هر آنچ جمع کردیم در پیش نهیم و برگزینیم از ما دل خویش درمدزدید ما دزد نه ایم ما امینیم اینک دم ما نسیم آن گل ما گلبن گلشن یقینیم عالم پر شد نسیم آن گل یعنی که بیا که ما چنینیم بومان ببرد چو بوی بردیم مه مان کند ار چه ما کهینیم هر چند کمین غلام عشقیم چون عشق نشسته در کمینیم,1553,0
74,226,38,2814,در انتخاب دوست باید دقت کنیم,در غم یار، یار بایستی یا غمم را کنار بایستی زانچ کردم کنون پشیمانم دل امسال پار بایستی دل من شیر بیشه را ماند شیر در مرغزار بایستی تا بدانستیی ز دشمن و دوست زندگانی دو بار بایستی دشمن عیب جوی بسیارست دوستی غمگسار بایستی ماهی جان ما که پیچانست بر لب جویبار بایستی چون رضای دل تو در غم ماست یک چه باشد؟ هزار بایستی یار لاحول گوی را چه کنم یار شیرین عذار بایستی خوک دنیاست صید این خامان آهوی جان شکار بایستی همره بی وفا همی لنگد همره راهوار بایستی صد هزاران سخن نهان دارم گوش را گوشوار بایستی,3156,2
75,227,38,815,در انتخاب دوست باید دقت کنیم,بر عاشقان فریضه بود جست و جوی دوست بر روی و سر چو سیل دوان تا بجوی دوست خود اوست جمله طالب و ما همچو سایه ها ای گفت و گوی ما همگی گفت و گوی دوست گاهی به جوی دوست چو آب روان خوشیم گاهی چو آب حبس شدم در سبوی دوست گه چون حویج دیگ بجوشیم و او به فکر کفگیر می زند که چنینست خوی دوست بر گوش ما نهاده دهان او به دمدمه تا جان ما بگیرد یک باره بوی دوست چون جان جان وی آمد از وی گزیر نیست من در جهان ندیدم یک جان عدوی دوست بگدازدت ز ناز و چو مویت کند ضعیف ندهی به هر دو عالم یکتای موی دوست با دوست ما نشسته که ای دوست دوست کو کو کو همی زنیم ز مستی به کوی دوست تصویرهای ناخوش و اندیشه رکیک از طبع سست باشد و این نیست سوی دوست خاموش باش تا صفت خویش خود کند کو های های سرد تو کو های هوی دوست,442,0
76,229,39,2065,باید وفای به عهد داشته باشیم,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,2129,0
77,231,40,1205,باید سعی کنیم نیکو عمل کنیم,دیده ها شب فراز باید کرد روز شد دیده باز باید کرد ترک ما هر طرف که مرکب راند آن طرف ترک تاز باید کرد مطبخ جان به سوی بی سوییست پوز آن سو دراز باید کرد چون چنین کان زر پدید آمد خویش را جمله گاز باید کرد جامه عمر را ز آب حیات چون خضر خوش طراز باید کرد چون غیورست آن نبات حیات زین شکر احتراز باید کرد چون چنین نازنین به خانه ماست وقت نازست ناز باید کرد با گل و خار ساختن مردیست مرد را ساز ساز باید کرد قبله روی او چو پیدا شد کعبه ها را نماز باید کرد سجده هایی که آن سری باشد پیش آن سرفراز باید کرد پیش آن عشق عاقبت محمود خویشتن را ایاز باید کرد چون حقیقت نهفته در خمشیست ترک گفت مجاز باید کرد,970,1
78,232,41,1606,صبر یکی از صفات خردمندان است,همیشه من چنین مجنون نبودم ز عقل و عافیت بیرون نبودم چو تو عاقل بدم من نیز روزی چنین دیوانه و مفتون نبودم مثال دلبران صیاد بودم مثال دل میان خون نبودم در این بودم که این چون است و آن چون چنین حیران آن بی چون نبودم تو باری عاقلی بنشین بیندیش کز اول بوده ام اکنون نبودم همی جستم فزونی بر همه کس چو صید عشق روزافزون نبودم چو دود از حرص بالا می دویدم به معنی جز سوی هامون نبودم چو گنج از خاک بیرون اوفتادم که گنجی بودم و قارون نبودم,1506,0
79,233,41,2606,صبر یکی از صفات خردمندان است,هست اندر غم تو دلشده دانشمندی همچو نقره ست در آتشکده دانشمندی بر امید کرم و رحمت بخشایش تو از ره دور به سر آمده دانشمندی هست ز اوباش خیالات تو اندر ره عشق خسته و شیفته و ره زده دانشمندی چه زیان دارد خوبی تو را دوست اگر قوت یابد ز چنین مایده دانشمندی با چنین جام جنونی که تو گردان کردی کی بماند به سر قاعده دانشمندی کی روا دارد انصاف و جوانمردی تو که به غم کشته شود بیهده دانشمندی کی روا دارد خورشید حق گرمی بخش که فسرده شود از مجمده دانشمندی جانب مدرسه عشق کشیدش لطفت تا ز درس تو برد فایده دانشمندی نحس تربیع عناصر بگرفتش رحمی تا منور شود از منقده دانشمندی بس سخن دارد وز بیم ملال دل تو لب ببسته ست در این معبده دانشمندی,2869,0
80,234,42,832,باید سختی‌ها را تحمل کرد,پیش چنین ماه رو گیج شدن واجبست عشرت پروانه را شمع و لگن واجبست هست ز چنگ غمش گوش مرا کش مکش هر دمم از چنگ او تن تننن واجبست دلو دو چشم مرا گر چه که کم نیست آب مردمک دیده را چاه ذقن واجبست دلبر چون ماه را هر چه کند می رسد عاشق درگاه را خلق حسن واجبست طره خویش ای نگار خوش به کف من سپار هر که در این چه فتاد داد رسن واجبست عشق که شهر خوشیست این همه اغیار چیست حفظ چنین شهر را برج و بدن واجبست غمزه دزدیده را شحنه غم در پیست روشنی دیده را خوب ختن واجبست عاشق عیسی نه ای بی خور و خر کی زیی کالبد مرده را گور و کفن واجبست مریم جان را مخاض برد به نخل و ریاض منقطع درد را نزل وطن واجبست نزل دل بارکش هست ملاقات خوش ناقه پرفاقه را شرب و عطن واجبست لطف کن ای کان قند راه دهانم ببند اشتر سرمست را بند دهن واجبست,471,1
81,239,44,1648,باید خسیس باشیم,از اصل چو حورزاد باشیم شاید که همیشه شاد باشیم ما داد طرب دهیم تا ما در عشق امیرداد باشیم چون عشق بنا نهاد ما را دانی که نکونهاد باشیم در عشق توام گشاد دیده چون عشق تو باگشاد باشیم ما را چو مراد بی مرادی است پس ما همه بر مراد باشیم چون بنده بندگان عشقیم کیخسرو و کیقباد باشیم چون یوسف آن عزیز مصریم هر چند که در مزاد باشیم بر چهره یوسفی حجابی است اندر پس پرده راد باشیم خود باد حجاب را رباید ما منتظران باد باشیم ما دل به صلاح دین سپردیم تا در دل او به یاد باشیم,1551,0
82,244,47,1702,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,بت بی نقش و نگارم جز تو یار ندارم تویی آرام دل من مبر ای دوست قرارم ز جفای تو حزینم جز عشقت نگزینم هوسی نیست جز اینم جز از این کار ندارم تو به رخسار چو ماهی چه لطیفی و چه شاهی تو مرا پشت و پناهی ز تو آراسته کارم جز عشقت نپذیرم جز زلف تو نگیرم که در این عهد چو تیرم که بر این چنگ چو تارم تن ما را همه جان کن همه را گوهر کان کن ز طرب چشمه روان کن به سوی باغ و بهارم,1617,0
83,251,0,3229,باید حقوق دیگران را رعایت کنیم,We accept the love we think we deserve,,0
84,254,2,3285,ما باید از غیبت کردن پرهیز کنیم,We read to know we're not alone,,0
85,263,6,4814,تفاوت قائل شدن بین انسان‌ها درست است,One person's craziness is another person's reality,,2
86,266,8,4395,باید قبل از سخن گفتن فکر کرد.,"Children must be taught how to think, not what to think",,0
87,267,8,3671,باید قبل از سخن گفتن فکر کرد.,Think before you speak. Read before you think,,2
88,268,9,3229,باید قدردان دارایی‌های خودمان باشیم,We accept the love we think we deserve,,1
89,270,10,4295,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,If you do not tell the truth about yourself you cannot tell it about other people,,1
90,274,12,3384,انسان واقعی در برابر ظلم سکوت نمی‌کند,Never tell the truth to people who are not worthy of it,,0
91,275,12,4998,انسان واقعی در برابر ظلم سکوت نمی‌کند,Most men would rather deny a hard truth than face it,,-1
92,277,13,4745,باید بخشنده باشیم,I must have loved you a lot,,0
93,278,14,4164,باید حق‌جو وعدالت‌پیشه باشیم,We have to continually be jumping off cliffs and developing our wings on the way down,,0
94,282,16,4956,نباید از دیگران درخواست های متعدد داشت,Don't cry over someone who wouldn't cry over you,,0
95,283,16,3406,نباید از دیگران درخواست های متعدد داشت,You can never be overdressed or overeducated,,0
96,288,19,4395,باید اهل یادگیری و دانش باشیم,"Children must be taught how to think, not what to think",,0
97,290,20,5162,باید مهربان بود,I just want to be wonderful,,0
98,292,21,4207,آخرت را بر دنیا باید ترجیح داد,The world was hers for the reading,,0
99,293,21,5092,آخرت را بر دنیا باید ترجیح داد,Maybe this world is another planet s hell,,1
100,295,22,4923,میزان موفقیت به اندازه میزان رنج و تلاش است,All happiness depends on courage and work,,2
101,296,23,4164,باید فرزندان خود را به خوبی تربیت کنیم,We have to continually be jumping off cliffs and developing our wings on the way down,,0
102,297,23,4395,باید فرزندان خود را به خوبی تربیت کنیم,"Children must be taught how to think, not what to think",,1
103,303,26,3912,انسان نباید فخر فروشی داشته باشد.,God has no religion,,0
104,305,27,3904,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,To go wrong in one's own way is better than to go right in someone else's,,0
105,307,28,4745,باید شکرگزار باشیم,I must have loved you a lot,,0
106,308,29,3229,باید به زیر دستان احترام گذاشت,We accept the love we think we deserve,,0
107,309,29,4514,باید به زیر دستان احترام گذاشت,"You should never be surprised when someone treats you with respect, you should expect it",,0
108,310,30,4727,نباید مغرور باشیم,If we couldn't laugh we would all go insane,,0
109,311,30,3784,نباید مغرور باشیم,Being crazy isn't enough,,0
110,316,33,4450,نباید در خوردن زیاده‌روی کرد,Don't be so humble - you are not that great,,0
111,321,35,5050,مردم را باید از کارهای بد باز داشت,Well-read people are less likely to be evil,,0
112,323,36,5059,باید اهل یاری کردن یکدیگر بود,"Sometimes, the best way to help someone is just to be near them",,1
113,327,38,4654,در انتخاب دوست باید دقت کنیم,Reading brings us unknown friend,,0
114,330,40,5162,باید سعی کنیم نیکو عمل کنیم,I just want to be wonderful,,1
115,331,40,4635,باید سعی کنیم نیکو عمل کنیم,Try a little harder to be a little better,,1
116,336,43,3973,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,"There may be times when we are powerless to prevent injustice, but there must never be a time when we fail to protest",,0
117,337,43,4146,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,"Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent",,0
118,339,44,5162,باید خسیس باشیم,I just want to be wonderful,,0
119,340,45,4745,باید به پدر و مادر احترام گذاشت,I must have loved you a lot,,0
120,346,48,5107,باید از منافق دوری کنیم,Don't let the muggles get you down,,0
121,348,49,3753,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,Whatever it is you're seeking won't come in the form you're expecting,,2
122,349,49,3858,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,Life's under no obligation to give us what we expect,,0
123,354,1,3181,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,,0
124,361,3,3191,باید خاک وطن را دوست داشت,خاکم به سر ز غصه به سر خاک اگر کنم خاک وطن که رفت چه خاکی به سر کنم,,2
125,362,4,2956,نباید براساس ظاهر افراد را قضاوت کرد,نیست نشان زندگی تا نرسد نشان تو,,0
126,364,4,3049,نباید براساس ظاهر افراد را قضاوت کرد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
127,367,5,3181,باید تجارب خود را به افراد دیگر منتقل کنیم,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,,0
128,368,6,3078,تفاوت قائل شدن بین انسان‌ها درست است,از حقیقت هیچ کس آگه نشد هر کسی حرفی ز جایی می‌زند,,0
129,371,7,2906,ثروت چیز خوبی است,لبخند تو خلاصه خوبیهاست لختی بخند خنده ی گل زیباست,,0
130,375,8,2928,باید قبل از سخن گفتن فکر کرد.,هرچه در فهم تو آید آن بود مفهوم تو,,0
131,376,8,3119,باید قبل از سخن گفتن فکر کرد.,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,-1
132,379,9,2933,باید قدردان دارایی‌های خودمان باشیم,هر کجا هستم باشم آسمان مال من است,,0
133,381,10,2955,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,هر کسی را سر چیزی و تمنای کسی است ما به غیر از تو نداریم تمنای دگر,,0
134,382,10,2987,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,بی قدر ساخت خود را، نخوت فزود ما را بر ما و خود ستم کرد، هر کس ستود ما را,,0
135,383,11,3119,باید به یتیمان کمک کرد,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,0
136,384,11,3197,باید به یتیمان کمک کرد,خود سازی پیران بود افزون ز جوانان تعمیر ضرورست بناهای کهن را,,0
137,387,12,3010,انسان واقعی در برابر ظلم سکوت نمی‌کند,هرگز مژه بر هم ننهد عاشق صادق آن را که به دل عشق بود خواب نباشد,,0
138,390,13,3119,باید بخشنده باشیم,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,0
139,393,14,2967,باید حق‌جو وعدالت‌پیشه باشیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
140,394,14,3049,باید حق‌جو وعدالت‌پیشه باشیم,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
141,395,15,3040,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,فرزند کسی نمیکند فرزندی گر طوق طلا به گردنش بربندی,,0
142,398,16,2994,نباید از دیگران درخواست های متعدد داشت,آب طلب نکرده همیشه مراد نیست گاهی بهانه ای است که قربانی ات کنند,,0
143,400,16,2955,نباید از دیگران درخواست های متعدد داشت,هر کسی را سر چیزی و تمنای کسی است ما به غیر از تو نداریم تمنای دگر,,0
144,401,17,2949,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,بترسید و او را ستایش کنید شب تیره پیشش نیایش کنید,,0
145,404,18,3126,نباید اندوهگین شد,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
146,406,18,3049,نباید اندوهگین شد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
147,407,19,2893,باید اهل یادگیری و دانش باشیم,بیا تا قدر یکدیگر بدانیم که تا ناگه ز یکدیگر نمانیم,,0
148,408,19,2967,باید اهل یادگیری و دانش باشیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
149,409,19,2939,باید اهل یادگیری و دانش باشیم,جهان سر به سر حکمت و عبرت است چرا بهره ما همه غفلت است,,1
150,412,20,3049,باید مهربان بود,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
151,415,21,3130,آخرت را بر دنیا باید ترجیح داد,بی عوض دانی چه باشد در جهان عمر باشد عمر فدر آن بدان,,0
152,419,23,2876,باید فرزندان خود را به خوبی تربیت کنیم,امشب تو را به خوبی نسبت به ماه کردم تو خوب تر ز ماهی من اشتباه کردم,,0
153,420,23,2897,باید فرزندان خود را به خوبی تربیت کنیم,دشمن خود را نباید زد تبر گر توانی کشت او را با شکر,,0
154,425,25,2967,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
155,432,27,3126,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
156,433,27,3102,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,کم کن طمع از جهان و می‌زی خرسند وز نیک و بد زمانه بگسل پیوند,,0
157,435,28,3082,باید شکرگزار باشیم,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,,0
158,436,28,3126,باید شکرگزار باشیم,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,2
159,439,29,3117,باید به زیر دستان احترام گذاشت,بر روی زمین هیچ کس آرام نباشد کنجی بود آرام که در زیر زمین است,,0
160,446,32,3119,باید کم گویی کرد,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,0
161,448,32,3049,باید کم گویی کرد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
162,451,33,2897,نباید در خوردن زیاده‌روی کرد,دشمن خود را نباید زد تبر گر توانی کشت او را با شکر,,0
163,453,34,2980,باید به قلب و احساسات توجه کرد,هر کجا عشق آید و ساکن شود هر چه نا ممکن بود ممکن شود,,2
164,455,35,3126,مردم را باید از کارهای بد باز داشت,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
165,456,35,3116,مردم را باید از کارهای بد باز داشت,بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد,,1
166,464,38,3005,در انتخاب دوست باید دقت کنیم,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0
167,466,38,2897,در انتخاب دوست باید دقت کنیم,دشمن خود را نباید زد تبر گر توانی کشت او را با شکر,,0
168,467,39,3119,باید وفای به عهد داشته باشیم,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,0
169,469,39,2962,باید وفای به عهد داشته باشیم,حضور خاطر اگر در نماز معتبر است امید ما به نماز نکرده بیشتر است,,0
170,471,40,3126,باید سعی کنیم نیکو عمل کنیم,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
171,472,40,2967,باید سعی کنیم نیکو عمل کنیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
172,476,42,2921,باید سختی‌ها را تحمل کرد,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,,0
173,478,42,3054,باید سختی‌ها را تحمل کرد,کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است,,0
174,480,43,2987,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,بی قدر ساخت خود را، نخوت فزود ما را بر ما و خود ستم کرد، هر کس ستود ما را,,0
175,482,44,3126,باید خسیس باشیم,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
176,483,44,2967,باید خسیس باشیم,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره,,0
177,486,45,3167,باید به پدر و مادر احترام گذاشت,چو در هنر پسر امتیاز خویش نه‌ای بزرگ بودن جد و پدر چه خواهد کرد,,0
178,487,45,3112,باید به پدر و مادر احترام گذاشت,با هنر باش و هر چه خواهی کن نه بزرگی به مادر و پدر است,,0
179,494,48,3049,باید از منافق دوری کنیم,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
180,496,48,3119,باید از منافق دوری کنیم,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد,,1
181,497,49,3136,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تا توانستم ندانستم چه سود چون بدانستم توانستم نبود,,0
182,499,49,2979,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,هر چه دلم خواست نه آن میشود هر چه خدا خواست همان میشود,,0
183,504,0,3072,باید حقوق دیگران را رعایت کنیم,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,,0
184,509,0,5799,باید حقوق دیگران را رعایت کنیم,و قال ع الولایات مضامیر الرجال ,441,0
185,518,1,4598,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Kindness is a language which the deaf can hear and the blind can see,,0
186,522,2,1822,ما باید از غیبت کردن پرهیز کنیم,رحت انا من بینکم غبت کذا من عینکم لا تغفلوا عن حینکم لا تهدموا دارینکم اخواننا اخواننا ان الزمان خاننا لا تنسوا هجراننا لا تهدموا دارینکم قد فاتنا اعمارنا و استنسیت اخبارنا و استثقلت اوزارنا لا تهدموا دارینکم استوثقوا ادیانکم و استغنموا اخوانکم و استعشقوا ایمانکم لا تهدموا دارینکم,1778,0
187,531,3,469,باید خاک وطن را دوست داشت,سینه مالامال درد است ای دریغا مرهمی دل ز تنهایی به جان آمد خدا را همدمی چشم آسایش که دارد از سپهر تیزرو ساقیا جامی به من ده تا بیاسایم دمی زیرکی را گفتم این احوال بین خندید و گفت صعب روزی بوالعجب کاری پریشان عالمی سوختم در چاه صبر از بهر آن شمع چگل شاه ترکان فارغ است از حال ما کو رستمی در طریق عشقبازی امن و آسایش بلاست ریش باد آن دل که با درد تو خواهد مرهمی اهل کام و ناز را در کوی رندی راه نیست ره روی باید جهان سوزی نه خامی بی‌غمی آدمی در عالم خاکی نمی‌آید به دست عالمی دیگر بباید ساخت و از نو آدمی خیز تا خاطر بدان ترک سمرقندی دهیم کز نسیمش بوی جوی مولیان آید همی گریه حافظ چه سنجد پیش استغنای عشق کاندر این دریا نماید هفت دریا شبنمی,غزل    ۴۷۰,0
188,534,3,3010,باید خاک وطن را دوست داشت,هرگز مژه بر هم ننهد عاشق صادق آن را که به دل عشق بود خواب نباشد,,0
189,537,3,4261,باید خاک وطن را دوست داشت,I love you like a fat kid loves cake,,0
190,539,3,5546,باید خاک وطن را دوست داشت,و قال ع من ملک استاثر ,331,0
191,542,4,906,نباید براساس ظاهر افراد را قضاوت کرد,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,584,0
192,545,4,3068,نباید براساس ظاهر افراد را قضاوت کرد,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,,0
193,556,5,3118,باید تجارب خود را به افراد دیگر منتقل کنیم,بس که می‌ترسم از جداییها می‌گریزم از آشناییها,,0
194,560,6,112,تفاوت قائل شدن بین انسان‌ها درست است,بنفشه دوش به گل گفت و خوش نشانی داد که تاب من به جهان طره فلانی داد دلم خزانه اسرار بود و دست قضا درش ببست و کلیدش به دلستانی داد شکسته وار به درگاهت آمدم که طبیب به مومیایی لطف توام نشانی داد تنش درست و دلش شاد باد و خاطر خوش که دست دادش و یاری ناتوانی داد برو معالجه خود کن ای نصیحتگو شراب و شاهد شیرین که را زیانی داد گذشت بر من مسکین و با رقیبان گفت دریغ حافظ مسکین من چه جانی داد,غزل    ۱۱۳,0
195,564,6,3054,تفاوت قائل شدن بین انسان‌ها درست است,کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است,,0
196,567,6,3798,تفاوت قائل شدن بین انسان‌ها درست است,The difference between the almost right word and the right word is really a large matter.  tis the difference between the lightning bug and the lightning,,0
197,568,6,4312,تفاوت قائل شدن بین انسان‌ها درست است,You can't measure the mutual affection of two human beings by the number of words they exchange,,0
198,576,7,3145,ثروت چیز خوبی است,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,,-2
