,index,input_id,output_id,input_text,output_text,chapter,tag
520,161,5,1979,باید تجارب خود را به افراد دیگر منتقل کنیم,راز چون با من نگوید یار من بند گردد پیش او گفتار من عذر می گوید که یعنی خامشم با تو می گوید دل هشیار من با کسی دیگر زبان گردد همه سر خود می گوید و اسرار من در گمان افتد دلم زین واقعه این دل ترسان بدپندار من گر بگوید ور نگوید راز من دل ندارد صبر از دلدار من,2014,0
521,337,43,4146,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,"Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent",,0
522,37,37,5476,باید در هنگام پیمان بستن دقت کنیم,و قال ع عرفت الله سبحانه بفسخ العزائم و حل العقود و نقض الهمم ,250,0
523,534,3,3010,باید خاک وطن را دوست داشت,هرگز مژه بر هم ننهد عاشق صادق آن را که به دل عشق بود خواب نباشد,,0
524,864,36,2964,باید اهل یاری کردن یکدیگر بود,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش,,0
525,181,15,2497,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,نه آتش های ما را ترجمانی نه اسرار دل ما را زبانی نه محرم درد ما را هیچ آهی نه همدم آه ما را هیچ جانی نه آن گوهر که از دریا برآمد نه آن دریا که آرامد زمانی نه آن معنی که زاید هیچ حرفی نه آن حرفی که آید در بیانی معانی را زبان چون ناودان است کجا دریا رود در ناودانی جهان جان که هر جزوش جهان است نگنجد در دهان هرگز جهانی,2721,0
526,308,29,3229,باید به زیر دستان احترام گذاشت,We accept the love we think we deserve,,0
527,185,17,2570,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,گر چه در مستی خسی را تو مراعاتی کنی و آنک نفی محض باشد گر چه اثباتی کنی آنک او رد دل است از بددرونی های خویش گر نفاقی پیشش آری یا که طاماتی کنی ور تو خود را از بد او کور و کر سازی دمی مدح سر زشت او یا ترک زلاتی کنی آن تکلف چند باشد آخر آن زشتی او بر سر آید تا تو بگریزی و هیهاتی کنی او به صحبت ها نشاید دور دارش ای حکیم جز که در رنجش قضاگو دفع حاجاتی کنی مر مناجات تو را با او نباشد همدم او جز برای حاجتش با حق مناجاتی کنی آن مراعات تو او را در غلط ها افکند پس ملازم گردد او وز غصه ویلاتی کنی آن طرب بگذشت او در پیش چون قولنج ماند تا گریزی از وثاق و یا که حیلاتی کنی آن کسی را باش کو در گاه رنج و خرمی هست همچون جنت و چون حور کش هاتی کنی از هواخواهان آن مخدوم شمس الدین بود شاید او را گر پرستی یا که چون لاتی کنی ور نه بگریز از دگر کس تا به تبریز صفا تا شوی مست از جمال و ذوق و حالاتی کنی,2808,0
528,955,45,3126,باید به پدر و مادر احترام گذاشت,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
529,666,16,3089,نباید از دیگران درخواست های متعدد داشت,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0
530,620,12,43,انسان واقعی در برابر ظلم سکوت نمی‌کند,کنون که بر کف گل جام باده صاف است به صد هزار زبان بلبلش در اوصاف است بخواه دفتر اشعار و راه صحرا گیر چه وقت مدرسه و بحث کشف کشاف است فقیه مدرسه دی مست بود و فتوی داد که می حرام ولی به ز مال اوقاف است به درد و صاف تو را حکم نیست خوش درکش که هر چه ساقی ما کرد عین الطاف است ببر ز خلق و چو عنقا قیاس کار بگیر که صیت گوشه نشینان ز قاف تا قاف است حدیث مدعیان و خیال همکاران همان حکایت زردوز و بوریاباف است خموش حافظ و این نکته‌های چون زر سرخ نگاه دار که قلاب شهر صراف است,غزل    ۴۴,0
531,24,24,5589,باید در برابر مشکلات استقامت داشته باشیم,و قال ع احذر ان یراک الله عند معصیته و یفقدک عند طاعته فتکون من الخاسرین و اذا قویت فاقو علی طاعه الله و اذا ضعفت فاضعف عن معصیه الله ,383,0
532,305,27,3904,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,To go wrong in one's own way is better than to go right in someone else's,,0
533,537,3,4261,باید خاک وطن را دوست داشت,I love you like a fat kid loves cake,,0
534,723,22,2285,میزان موفقیت به اندازه میزان رنج و تلاش است,مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,2421,0
535,149,49,479,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,ای که در کشتن ما هیچ مدارا نکنی سود و سرمایه بسوزی و محابا نکنی دردمندان بلا زهر هلاهل دارند قصد این قوم خطا باشد هان تا نکنی رنج ما را که توان برد به یک گوشه چشم شرط انصاف نباشد که مداوا نکنی دیده ما چو به امید تو دریاست چرا به تفرج گذری بر لب دریا نکنی نقل هر جور که از خلق کریمت کردند قول صاحب غرضان است تو آن‌ها نکنی بر تو گر جلوه کند شاهد ما ای زاهد از خدا جز می و معشوق تمنا نکنی حافظا سجده به ابروی چو محرابش بر که دعایی ز سر صدق جز آن جا نکنی,غزل    ۴۸۰,0
536,747,24,3268,باید در برابر مشکلات استقامت داشته باشیم,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends",,0
537,886,38,3159,در انتخاب دوست باید دقت کنیم,چشم از جهان ببند و تماشای دوست کن کار دل است دیدن او کار چشم نیست,,0
538,309,29,4514,باید به زیر دستان احترام گذاشت,"You should never be surprised when someone treats you with respect, you should expect it",,0
539,100,25,343,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,عمریست تا من در طلب هر روز گامی می‌زنم دست شفاعت هر زمان در نیک نامی می‌زنم بی ماه مهرافروز خود تا بگذرانم روز خود دامی به راهی می‌نهم مرغی به دامی می‌زنم اورنگ کو گلچهر کو نقش وفا و مهر کو حالی من اندر عاشقی داو تمامی می‌زنم تا بو که یابم آگهی از سایه سرو سهی گلبانگ عشق از هر طرف بر خوش خرامی می‌زنم هر چند کان آرام دل دانم نبخشد کام دل نقش خیالی می‌کشم فال دوامی می‌زنم دانم سر آرد غصه را رنگین برآرد قصه را این آه خون افشان که من هر صبح و شامی می‌زنم با آن که از وی غایبم و از می چو حافظ تایبم در مجلس روحانیان گه گاه جامی می‌زنم,غزل    ۳۴۴,0
540,127,38,368,در انتخاب دوست باید دقت کنیم,ما ز یاران چشم یاری داشتیم خود غلط بود آن چه ما پنداشتیم تا درخت دوستی برگی دهد حالیا رفتیم و تخمی کاشتیم گفت و گو آیین درویشی نبود ور نه با تو ماجراها داشتیم شیوه چشمت فریب جنگ داشت ما غلط کردیم و صلح انگاشتیم گلبن حسنت نه خود شد دلفروز ما دم همت بر او بگماشتیم نکته‌ها رفت و شکایت کس نکرد جانب حرمت فرونگذاشتیم گفت خود دادی به ما دل حافظا ما محصل بر کسی نگماشتیم,غزل    ۳۶۹,0
541,453,34,2980,باید به قلب و احساسات توجه کرد,هر کجا عشق آید و ساکن شود هر چه نا ممکن بود ممکن شود,,0
542,824,32,3024,باید کم گویی کرد,با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند,,0
543,82,16,352,نباید از دیگران درخواست های متعدد داشت,من ترک عشق شاهد و ساغر نمی‌کنم صد بار توبه کردم و دیگر نمی‌کنم باغ بهشت و سایه طوبی و قصر و حور با خاک کوی دوست برابر نمی‌کنم تلقین و درس اهل نظر یک اشارت است گفتم کنایتی و مکرر نمی‌کنم هرگز نمی‌شود ز سر خود خبر مرا تا در میان میکده سر بر نمی‌کنم ناصح به طعن گفت که رو ترک عشق کن محتاج جنگ نیست برادر نمی‌کنم این تقواام تمام که با شاهدان شهر ناز و کرشمه بر سر منبر نمی‌کنم حافظ جناب پیر مغان جای دولت است من ترک خاک بوسی این در نمی‌کنم,غزل    ۳۵۳,0
544,953,45,2507,باید به پدر و مادر احترام گذاشت,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2736,0
545,277,13,4745,باید بخشنده باشیم,I must have loved you a lot,,0
546,70,10,368,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,ما ز یاران چشم یاری داشتیم خود غلط بود آن چه ما پنداشتیم تا درخت دوستی برگی دهد حالیا رفتیم و تخمی کاشتیم گفت و گو آیین درویشی نبود ور نه با تو ماجراها داشتیم شیوه چشمت فریب جنگ داشت ما غلط کردیم و صلح انگاشتیم گلبن حسنت نه خود شد دلفروز ما دم همت بر او بگماشتیم نکته‌ها رفت و شکایت کس نکرد جانب حرمت فرونگذاشتیم گفت خود دادی به ما دل حافظا ما محصل بر کسی نگماشتیم,غزل    ۳۶۹,0
547,364,4,3049,نباید براساس ظاهر افراد را قضاوت کرد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0
548,189,19,1669,باید اهل یادگیری و دانش باشیم,ما عاشق و بی دل و فقیریم هم کودک و هم جوان و پیریم چون کبریتیم و هیزم خشک ما آتش عشق زو پذیریم از آتش عشق برفروزیم اما چون برق زو نمیریم ما خون جگر خوریم چون شیر چون یوز نه عاشق پنیریم گویند شما چه دست گیرید کو دست تو را که دست گیریم بر خویش پرست همچو خاریم بر دوست پرست چون حریریم عاشق که چو شمع می بسوزد او را چو فتیله ناگزیریم از ما مگریز زانک با تو آمیخته همچو شهد و شیریم تو میر شکار بی نظیری ما نیز شکار بی نظیریم در حسن تو را تنور گرم است ما را بربند ما خمیریم ما را به قدوم خویش درباف زیر قدم تو چون حصیریم,1573,0
549,183,16,1606,نباید از دیگران درخواست های متعدد داشت,همیشه من چنین مجنون نبودم ز عقل و عافیت بیرون نبودم چو تو عاقل بدم من نیز روزی چنین دیوانه و مفتون نبودم مثال دلبران صیاد بودم مثال دل میان خون نبودم در این بودم که این چون است و آن چون چنین حیران آن بی چون نبودم تو باری عاقلی بنشین بیندیش کز اول بوده ام اکنون نبودم همی جستم فزونی بر همه کس چو صید عشق روزافزون نبودم چو دود از حرص بالا می دویدم به معنی جز سوی هامون نبودم چو گنج از خاک بیرون اوفتادم که گنجی بودم و قارون نبودم,1506,0
550,900,40,157,باید سعی کنیم نیکو عمل کنیم,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0
551,419,23,2876,باید فرزندان خود را به خوبی تربیت کنیم,امشب تو را به خوبی نسبت به ماه کردم تو خوب تر ز ماهی من اشتباه کردم,,0
552,621,12,176,انسان واقعی در برابر ظلم سکوت نمی‌کند,نه هر که چهره برافروخت دلبری داند نه هر که آینه سازد سکندری داند نه هر که طرف کله کج نهاد و تند نشست کلاه داری و آیین سروری داند تو بندگی چو گدایان به شرط مزد مکن که دوست خود روش بنده پروری داند غلام همت آن رند عافیت سوزم که در گداصفتی کیمیاگری داند وفا و عهد نکو باشد ار بیاموزی وگرنه هر که تو بینی ستمگری داند بباختم دل دیوانه و ندانستم که آدمی بچه‌ای شیوه پری داند هزار نکته باریکتر ز مو این جاست نه هر که سر بتراشد قلندری داند مدار نقطه بینش ز خال توست مرا که قدر گوهر یک دانه جوهری داند به قد و چهره هر آن کس که شاه خوبان شد جهان بگیرد اگر دادگستری داند ز شعر دلکش حافظ کسی بود آگاه که لطف طبع و سخن گفتن دری داند,غزل    ۱۷۷,0
553,940,44,157,باید خسیس باشیم,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0
554,901,40,406,باید سعی کنیم نیکو عمل کنیم,مزرع سبز فلک دیدم و داس مه نو یادم از کشته خویش آمد و هنگام درو گفتم ای بخت بخفتیدی و خورشید دمید گفت با این همه از سابقه نومید مشو گر روی پاک و مجرد چو مسیحا به فلک از چراغ تو به خورشید رسد صد پرتو تکیه بر اختر شب دزد مکن کاین عیار تاج کاووس ببرد و کمر کیخسرو گوشوار زر و لعل ار چه گران دارد گوش دور خوبی گذران است نصیحت بشنو چشم بد دور ز خال تو که در عرصه حسن بیدقی راند که برد از مه و خورشید گرو آسمان گو مفروش این عظمت کاندر عشق خرمن مه به جوی خوشه پروین به دو جو آتش زهد و ریا خرمن دین خواهد سوخت حافظ این خرقه پشمینه بینداز و برو,غزل    ۴۰۷,0
555,642,14,1920,باید حق‌جو وعدالت‌پیشه باشیم,ای عربده کرده دوش با من می خورده و کرده جوش با من ای جان به حق وصال دوشین در خشم چنین مکوش با من گر با تو ز من بدی بگفتید با بنده بگو مپوش با من,1929,0
556,881,38,434,در انتخاب دوست باید دقت کنیم,با مدعی مگویید اسرار عشق و مستی تا بی‌خبر بمیرد در درد خودپرستی عاشق شو ار نه روزی کار جهان سر آید ناخوانده نقش مقصود از کارگاه هستی دوش آن صنم چه خوش گفت در مجلس مغانم با کافران چه کارت گر بت نمی‌پرستی سلطان من خدا را زلفت شکست ما را تا کی کند سیاهی چندین درازدستی در گوشه سلامت مستور چون توان بود تا نرگس تو با ما گوید رموز مستی آن روز دیده بودم این فتنه‌ها که برخاست کز سرکشی زمانی با ما نمی‌نشستی عشقت به دست طوفان خواهد سپرد حافظ چون برق از این کشاکش پنداشتی که جستی,غزل    ۴۳۵,0
557,531,3,469,باید خاک وطن را دوست داشت,سینه مالامال درد است ای دریغا مرهمی دل ز تنهایی به جان آمد خدا را همدمی چشم آسایش که دارد از سپهر تیزرو ساقیا جامی به من ده تا بیاسایم دمی زیرکی را گفتم این احوال بین خندید و گفت صعب روزی بوالعجب کاری پریشان عالمی سوختم در چاه صبر از بهر آن شمع چگل شاه ترکان فارغ است از حال ما کو رستمی در طریق عشقبازی امن و آسایش بلاست ریش باد آن دل که با درد تو خواهد مرهمی اهل کام و ناز را در کوی رندی راه نیست ره روی باید جهان سوزی نه خامی بی‌غمی آدمی در عالم خاکی نمی‌آید به دست عالمی دیگر بباید ساخت و از نو آدمی خیز تا خاطر بدان ترک سمرقندی دهیم کز نسیمش بوی جوی مولیان آید همی گریه حافظ چه سنجد پیش استغنای عشق کاندر این دریا نماید هفت دریا شبنمی,غزل    ۴۷۰,0
558,95,22,297,میزان موفقیت به اندازه میزان رنج و تلاش است,مقام امن و می بی‌غش و رفیق شفیق گرت مدام میسر شود زهی توفیق جهان و کار جهان جمله هیچ بر هیچ است هزار بار من این نکته کرده‌ام تحقیق دریغ و درد که تا این زمان ندانستم که کیمیای سعادت رفیق بود رفیق به ممنی رو و فرصت شمر غنیمت وقت که در کمینگه عمرند قاطعان طریق بیا که توبه ز لعل نگار و خنده جام حکایتیست که عقلش نمی‌کند تصدیق اگر چه موی میانت به چون منی نرسد خوش است خاطرم از فکر این خیال دقیق حلاوتی که تو را در چه زنخدان است به کنه آن نرسد صد هزار فکر عمیق اگر به رنگ عقیقی شد اشک من چه عجب که مهر خاتم لعل تو هست همچو عقیق به خنده گفت که حافظ غلام طبع توام ببین که تا به چه حدم همی‌کند تحمیق,غزل    ۲۹۸,0
559,194,22,737,میزان موفقیت به اندازه میزان رنج و تلاش است,مبر رنج ای برادر خواجه سختست به وقت داد و بخشش شوربختست اگر چه باغ را نیمی گرفته ست ولیکن سخت بی میوه درختست گشاده ابروست و بسته کیسه مشو غره که او را سیم و رختست دو دستش را به تخته دوختستند چه سود ار خواجه بر بالای تختست وجودش گر چه یک پاره ست چون کوه سخااش مرده است و لخت لختست,349,0
560,330,40,5162,باید سعی کنیم نیکو عمل کنیم,I just want to be wonderful,,0
561,851,35,401,مردم را باید از کارهای بد باز داشت,نکته‌ای دلکش بگویم خال آن مه رو ببین عقل و جان را بسته زنجیر آن گیسو ببین عیب دل کردم که وحشی وضع و هرجایی مباش گفت چشم شیرگیر و غنج آن آهو ببین حلقه زلفش تماشاخانه باد صباست جان صد صاحب دل آن جا بسته یک مو ببین عابدان آفتاب از دلبر ما غافلند ای ملامتگو خدا را رو مبین آن رو ببین زلف دل دزدش صبا را بند بر گردن نهاد با هواداران ره رو حیله هندو ببین این که من در جست و جوی او ز خود فارغ شدم کس ندیده‌ست و نبیند مثلش از هر سو ببین حافظ ار در گوشه محراب می‌نالد رواست ای نصیحتگو خدا را آن خم ابرو ببین از مراد شاه منصور ای فلک سر برمتاب تیزی شمشیر بنگر قوت بازو ببین,غزل    ۴۰۲,0
562,107,28,286,باید شکرگزار باشیم,ای همه شکل تو مطبوع و همه جای تو خوش دلم از عشوه شیرین شکرخای تو خوش همچو گلبرگ طری هست وجود تو لطیف همچو سرو چمن خلد سراپای تو خوش شیوه و ناز تو شیرین خط و خال تو ملیح چشم و ابروی تو زیبا قد و بالای تو خوش هم گلستان خیالم ز تو پرنقش و نگار هم مشام دلم از زلف سمن سای تو خوش در ره عشق که از سیل بلا نیست گذار کرده‌ام خاطر خود را به تمنای تو خوش شکر چشم تو چه گویم که بدان بیماری می کند درد مرا از رخ زیبای تو خوش در بیابان طلب گر چه ز هر سو خطریست می‌رود حافظ بی‌دل به تولای تو خوش,غزل    ۲۸۷,0
563,903,40,1723,باید سعی کنیم نیکو عمل کنیم,تا که ما از نظر و خوبی تو باخبریم از بد و نیک جهان همچو جهان بی خبریم نظری کرد سوی خوبی تو دیده ما از پیروی تو تا حشر غلام نظریم دین ما مهر تو و مذهب ما خدمت تو تا نگویی که در این عشق تو ما مختصریم زهر بر یاد یکی نوش تو ای آهوچشم گر به از نوش ننوشیم پس از سگ بتریم,1654,0
564,623,12,1703,انسان واقعی در برابر ظلم سکوت نمی‌کند,علم عشق برآمد برهانم ز زحیرم به لب چشمه حیوان بکشم پای بمیرم به که مانم به که مانم که سطرلاب جهانم چو قضا حکم روانم نه امیرم نه وزیرم بروی ای عالم هستی همه را پای ببستی تو اگر جان منستی نپذیرم نپذیرم,1618,0
565,996,49,3137,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,,0
566,576,7,3145,ثروت چیز خوبی است,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,,0
567,719,21,5432,آخرت را بر دنیا باید ترجیح داد,و قال ع افضل الزهد اخفاء الزهد ,204,0
568,303,26,3912,انسان نباید فخر فروشی داشته باشد.,God has no religion,,0
569,852,35,1356,مردم را باید از کارهای بد باز داشت,عار بادا جهانیان را عار از دو سه ماده ابله طرار شکلک زاهدان ولی ز درون لیس فی الدار سیدی دیار به دو پول سیاه بتوان یافت زین چنین خربطان دو سه خروار,1163,0
570,780,28,302,باید شکرگزار باشیم,شممت روح وداد و شمت برق وصال بیا که بوی تو را میرم ای نسیم شمال احادیا بجمال الحبیب قف و انزل که نیست صبر جمیلم ز اشتیاق جمال حکایت شب هجران فروگذاشته به به شکر آن که برافکند پرده روز وصال بیا که پرده گلریز هفت خانه چشم کشیده‌ایم به تحریر کارگاه خیال چو یار بر سر صلح است و عذر می‌طلبد توان گذشت ز جور رقیب در همه حال بجز خیال دهان تو نیست در دل تنگ که کس مباد چو من در پی خیال محال قتیل عشق تو شد حافظ غریب ولی به خاک ما گذری کن که خون مات حلال,غزل    ۳۰۳,0
571,995,49,3067,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,,0
572,40,40,5475,باید سعی کنیم نیکو عمل کنیم,و قال ع افضل الاعمال ما اکرهت نفسک علیه ,249,0
573,939,43,5571,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,و قال ع ما کذبت و لا کذبت و لا ضللت و لا ضل بی‌ ,356,0
574,186,18,1609,نباید اندوهگین شد,اگر عشقت به جای جان ندارم به زلف کافرت ایمان ندارم چو گفتی ننگ می داری ز عشقم غم عشق تو را پنهان ندارم تو می گفتی مکن در من نگاهی که من خون ها کنم تاوان ندارم من سرگشته چون فرمان نبردم از آن بر نیک و بد فرمان ندارم چو هر کس لطف می یابند از تو من بیچاره آخر جان ندارم,1510,0
575,106,28,376,باید شکرگزار باشیم,ما شبی دست برآریم و دعایی بکنیم غم هجران تو را چاره ز جایی بکنیم دل بیمار شد از دست رفیقان مددی تا طبیبش به سر آریم و دوایی بکنیم آن که بی جرم برنجید و به تیغم زد و رفت بازش آرید خدا را که صفایی بکنیم خشک شد بیخ طرب راه خرابات کجاست تا در آن آب و هوا نشو و نمایی بکنیم مدد از خاطر رندان طلب ای دل ور نه کار صعب است مبادا که خطایی بکنیم سایه طایر کم حوصله کاری نکند طلب از سایه میمون همایی بکنیم دلم از پرده بشد حافظ خوشگوی کجاست تا به قول و غزلش ساز نوایی بکنیم,غزل    ۳۷۷,0
576,206,28,1675,باید شکرگزار باشیم,ما آب دریم ما چه دانیم چه شور و شریم ما چه دانیم هر دم ز شراب بی نشانی خود مستتریم ما چه دانیم تا گوهر حسن تو بدیدیم رخ همچو زریم ما چه دانیم تا عشق تو پای ما گرفته ست بی پا و سریم ما چه دانیم خشک و تر ما همه تویی تو خوش خشک و تریم ما چه دانیم سرحلقه زلف تو گرفتیم خوش می شمریم ما چه دانیم گر زیر و زبر شود دو عالم زیر و زبریم ما چه دانیم گر سبزه و باغ خشک گردد ما از تو چریم ما چه دانیم گلزار اگر همه بریزد گل از تو بریم ما چه دانیم گر چرخ هزار مه نماید در تو نگریم ما چه دانیم گر زانک شکر جهان بگیرد ما باده خوریم ما چه دانیم شمس تبریز ز آفتابت همچون قمریم ما چه دانیم,1579,0
577,476,42,2921,باید سختی‌ها را تحمل کرد,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,,0
578,79,14,377,باید حق‌جو وعدالت‌پیشه باشیم,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,0
579,348,49,3753,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,Whatever it is you're seeking won't come in the form you're expecting,,0
580,224,37,1650,باید در هنگام پیمان بستن دقت کنیم,ما صحبت همدگر گزینیم بر دامن همدگر نشینیم یاران همه پیشتر نشینید تا چهره همدگر ببینیم ما را ز درون موافقت هاست تا ظن نبری که ما همینیم این دم که نشسته ایم با هم می بر کف و گل در آستینیم از عین به غیب راه داریم زیرا همراه پیک دینیم از خانه به باغ راه داریم همسایه سرو و یاسمینیم هر روز به باغ اندرآییم گل های شکفته صد ببینیم وز بهر نثار عاشقان را دامن دامن ز گل بچینیم از باغ هر آنچ جمع کردیم در پیش نهیم و برگزینیم از ما دل خویش درمدزدید ما دزد نه ایم ما امینیم اینک دم ما نسیم آن گل ما گلبن گلشن یقینیم عالم پر شد نسیم آن گل یعنی که بیا که ما چنینیم بومان ببرد چو بوی بردیم مه مان کند ار چه ما کهینیم هر چند کمین غلام عشقیم چون عشق نشسته در کمینیم,1553,0
581,698,19,4865,باید اهل یادگیری و دانش باشیم,Curiouser and curiouser,,0
582,925,42,3089,باید سختی‌ها را تحمل کرد,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0
583,233,41,2606,صبر یکی از صفات خردمندان است,هست اندر غم تو دلشده دانشمندی همچو نقره ست در آتشکده دانشمندی بر امید کرم و رحمت بخشایش تو از ره دور به سر آمده دانشمندی هست ز اوباش خیالات تو اندر ره عشق خسته و شیفته و ره زده دانشمندی چه زیان دارد خوبی تو را دوست اگر قوت یابد ز چنین مایده دانشمندی با چنین جام جنونی که تو گردان کردی کی بماند به سر قاعده دانشمندی کی روا دارد انصاف و جوانمردی تو که به غم کشته شود بیهده دانشمندی کی روا دارد خورشید حق گرمی بخش که فسرده شود از مجمده دانشمندی جانب مدرسه عشق کشیدش لطفت تا ز درس تو برد فایده دانشمندی نحس تربیع عناصر بگرفتش رحمی تا منور شود از منقده دانشمندی بس سخن دارد وز بیم ملال دل تو لب ببسته ست در این معبده دانشمندی,2869,0
584,581,8,463,باید قبل از سخن گفتن فکر کرد.,بگرفت کار حسنت چون عشق من کمالی خوش باش زان که نبود این هر دو را زوالی در وهم می‌نگنجد کاندر تصور عقل آید به هیچ معنی زین خوبتر مثالی شد حظ عمر حاصل گر زان که با تو ما را هرگز به عمر روزی روزی شود وصالی آن دم که با تو باشم یک سال هست روزی وان دم که بی تو باشم یک لحظه هست سالی چون من خیال رویت جانا به خواب بینم کز خواب می‌نبیند چشمم بجز خیالی رحم آر بر دل من کز مهر روی خوبت شد شخص ناتوانم باریک چون هلالی حافظ مکن شکایت گر وصل دوست خواهی زین بیشتر بباید بر هجرت احتمالی,غزل    ۴۶۴,0
585,282,16,4956,نباید از دیگران درخواست های متعدد داشت,Don't cry over someone who wouldn't cry over you,,0
586,176,13,1609,باید بخشنده باشیم,اگر عشقت به جای جان ندارم به زلف کافرت ایمان ندارم چو گفتی ننگ می داری ز عشقم غم عشق تو را پنهان ندارم تو می گفتی مکن در من نگاهی که من خون ها کنم تاوان ندارم من سرگشته چون فرمان نبردم از آن بر نیک و بد فرمان ندارم چو هر کس لطف می یابند از تو من بیچاره آخر جان ندارم,1510,0
587,44,44,5521,باید خسیس باشیم,و قال ع ما زنی غیور قط ,305,0
588,673,17,1412,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,1240,0
589,777,27,4362,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,"Crying is all right in its way while it lasts. But you have to stop sooner or later, and then you still have to decide what to do",,0
590,753,25,2285,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,2421,0
591,518,1,4598,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Kindness is a language which the deaf can hear and the blind can see,,0
