,output_id,output_text
308,3181,حاصل زندگی جز این نبود که بمیرد کسی برای کسی
309,3182,حاصل عمر نثار ره یار کردم شادم از زندگی خویش که کاری کردم
310,3183,حرف دشمن مشنو تیغ مکش دوست مکش ظلم از حد مبر امروز که فردایی هست
311,3184,حرفی نزنی کزو پشیمان گردی کاری نکنی که عذر آن باید خواست
312,3185,حسرت پیری نگردد کم ز اسباب جهان صد گهر کی میتواند کار یک دندان کند
313,3186,حق را ز دل خالی از اندیشه طلب کن از شیشه‌ی بی می، می بی شیشه طلب کن
314,3187,حکیمی که خود باشدش زرد روی از او داروی سرخ رویی مجوی
315,3188,حلوا حلوا اگر بگویی صد سال از گفتن حلوا نشود شیرین کام
316,3189,حیف غافل به پیری نادم از عصیان شدی میگزی ز افسوس لب اکنون که بی‌دندان شدی
317,3190,خاطر آزرده چه داری ز غم سود و زیان غم مخور، شاد بزی، سود و زیان این همه نیست
318,3191,خاکم به سر ز غصه به سر خاک اگر کنم خاک وطن که رفت چه خاکی به سر کنم
319,3192,خانمان سوز بود آتش آهی گاهی ناله‌ای میشکند پشت سپاهی گاهی
320,3193,خرم آن دانش‌پژوهی کز نخستین روز درس گوش دل با گفته‌ی استاد دانشور کند
321,3194,خموشی پیشه کن در مکتب عشق که درس عاشقی بی قیل و قال است
322,3195,خمیده پشت از این گشتند پیران جهاندیده که اندر خاک میجویند ایام جوانی را
323,3196,خنده تلخ من از گریه غم‌انگیزتر است کارم از گریه گذشته‌ست به آن می‌خندم
324,3197,خود سازی پیران بود افزون ز جوانان تعمیر ضرورست بناهای کهن را
325,3198,خوردن خاک قناعت بر ارباب خرد به ز نانی که در او منت دونان باشد
326,3199,خوش آن رهرو که ره تنها سپارد که تنهایی پس افتادن ندارد
327,3200,خوش باش و زمان به کام یاران گذران زیرا که نماند این جهان بر یک حال
328,3201,دادند دو گوش یک زبانت ز آغاز یعنی که دو بشنو و یک بیش مگو
329,3202,داغ فرزندی کند فرزند دیگر را عزیز تنگتر گیرد ز مجنون دامن صحرا مرا
330,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست
331,3204,در جوانی پاک بودن شیوه پیغمبریست ورنه هر گبری به پیری میشود پرهیزکار
332,3205,درست نیست دو رنگی میان ظاهر و باطن بگو شکسته نویسد توبه نامه ما را
333,3206,در غربت مرگ بیم تنهایی نیست یاران عزیز آن طرف بیشترند
334,3207,در کشتن اسیر محبت گه عتاب شمشیر کار جنبش ابرو نمی‌‌کند
